episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,timesteps_this_iter,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,num_healthy_workers,trial_id,experiment_tag,info/num_steps_trained,info/num_steps_sampled,info/sample_time_ms,info/grad_time_ms,info/update_time_ms,info/opt_peak_throughput,info/sample_peak_throughput,info/opt_samples,perf/cpu_util_percent,perf/ram_util_percent,info/learner/policy_0/cur_lr,info/learner/policy_0/policy_loss,info/learner/policy_0/policy_entropy,info/learner/policy_0/var_gnorm,info/learner/policy_0/vf_loss,info/learner/policy_0/grad_gnorm,info/learner/policy_0/vf_explained_var,info/learner/policy_1/cur_lr,info/learner/policy_1/policy_loss,info/learner/policy_1/policy_entropy,info/learner/policy_1/var_gnorm,info/learner/policy_1/vf_loss,info/learner/policy_1/grad_gnorm,info/learner/policy_1/vf_explained_var,info/learner/policy_2/cur_lr,info/learner/policy_2/policy_loss,info/learner/policy_2/policy_entropy,info/learner/policy_2/var_gnorm,info/learner/policy_2/vf_loss,info/learner/policy_2/grad_gnorm,info/learner/policy_2/vf_explained_var,info/learner/policy_3/cur_lr,info/learner/policy_3/policy_loss,info/learner/policy_3/policy_entropy,info/learner/policy_3/var_gnorm,info/learner/policy_3/vf_loss,info/learner/policy_3/grad_gnorm,info/learner/policy_3/vf_explained_var,info/learner/policy_4/cur_lr,info/learner/policy_4/policy_loss,info/learner/policy_4/policy_entropy,info/learner/policy_4/var_gnorm,info/learner/policy_4/vf_loss,info/learner/policy_4/grad_gnorm,info/learner/policy_4/vf_explained_var
34.409800000000025,-19.988399996538927,-4.5757519987539785,501.0,0,14080,False,282880,512,21,99056db3b7eb43c6bcf4dc731d97de89,2020-05-18_08-19-12,1589804352,10.248250484466553,221.1903955936432,62138,prophet,129.2.189.146,221.1903955936432,282880,21,8,3e0cf570,0,282880,282880,901.891,18.299,12.143,69949.878,1419.24,1280.0,25.971428571428568,46.80714285714284,0.0006905919872224331,546.17456,141914.75,28.116497,13.966376,40.0,0.0059967637,0.0006905919872224331,nan,nan,nan,nan,nan,-1.0,0.0006905919872224331,nan,nan,nan,nan,nan,-1.0,0.0006905919872224331,nan,nan,nan,nan,nan,-1.0,0.0006905919872224331,nan,nan,nan,nan,nan,-1.0
34.409800000000025,-14.735299999999839,-3.6588639999999852,501.0,64,14080,False,296960,576,22,99056db3b7eb43c6bcf4dc731d97de89,2020-05-18_08-19-23,1589804363,10.244226217269897,231.4346218109131,62138,prophet,129.2.189.146,231.4346218109131,296960,22,8,3e0cf570,0,296960,296960,901.636,18.054,12.588,70899.693,1419.642,1280.0,26.27333333333333,46.89999999999999,0.0006900992011651397,7991.778,161059.47,28.426182,9.751706,39.999996,-0.040150642,0.0006900992011651397,nan,nan,nan,nan,nan,-1.0,0.0006900992011651397,nan,nan,nan,nan,nan,-1.0,0.0006900992011651397,nan,nan,nan,nan,nan,-1.0,0.0006900992011651397,nan,nan,nan,nan,nan,-1.0
34.409800000000025,-14.735299999999839,-3.6588639999999857,501.0,0,14080,False,311040,576,23,99056db3b7eb43c6bcf4dc731d97de89,2020-05-18_08-19-33,1589804373,10.36636996269226,241.80099177360535,62138,prophet,129.2.189.146,241.80099177360535,311040,23,8,3e0cf570,0,311040,311040,911.017,19.549,13.353,65475.496,1405.023,1280.0,25.779999999999998,47.00666666666667,0.0006896064151078463,-3279.5522,187172.69,28.806118,19.68631,39.999996,0.009091616,0.0006896064151078463,nan,nan,nan,nan,nan,-1.0,0.0006896064151078463,nan,nan,nan,nan,nan,-1.0,0.0006896064151078463,nan,nan,nan,nan,nan,-1.0,0.0006896064151078463,nan,nan,nan,nan,nan,-1.0
18.438900000000018,-14.735299999999839,-2.890411680605273,501.0,64,14080,False,325120,640,24,99056db3b7eb43c6bcf4dc731d97de89,2020-05-18_08-19-43,1589804383,10.22055196762085,252.0215437412262,62138,prophet,129.2.189.146,252.0215437412262,325120,24,8,3e0cf570,0,325120,325120,899.487,18.344,12.118,69777.867,1423.033,1280.0,26.12857142857143,47.10000000000001,0.0006891136290505528,nan,nan,nan,nan,nan,-1.0,0.0006891136290505528,nan,nan,nan,nan,nan,-1.0,0.0006891136290505528,nan,nan,nan,nan,nan,-1.0,0.0006891136290505528,nan,nan,nan,nan,nan,-1.0,0.0006891136290505528,nan,nan,nan,nan,nan,-1.0
18.438900000000018,-14.735299999999839,-2.890411680605272,501.0,0,14080,False,339200,640,25,99056db3b7eb43c6bcf4dc731d97de89,2020-05-18_08-19-54,1589804394,10.192360401153564,262.21390414237976,62138,prophet,129.2.189.146,262.21390414237976,339200,25,8,3e0cf570,0,339200,339200,894.628,18.69,12.238,68486.644,1430.762,1280.0,26.019999999999996,47.20000000000002,0.0006886207847855985,nan,nan,nan,nan,nan,-1.0,0.0006886207847855985,nan,nan,nan,nan,nan,-1.0,0.0006886207847855985,nan,nan,nan,nan,nan,-1.0,0.0006886207847855985,nan,nan,nan,nan,nan,-1.0,0.0006886207847855985,nan,nan,nan,nan,nan,-1.0
18.438900000000018,-9.00109999999999,-1.2616956806052757,501.0,64,14080,False,353280,704,26,99056db3b7eb43c6bcf4dc731d97de89,2020-05-18_08-20-04,1589804404,10.234691858291626,272.4485960006714,62138,prophet,129.2.189.146,272.4485960006714,353280,26,8,3e0cf570,0,353280,353280,898.258,19.164,13.107,66793.515,1424.98,1280.0,26.114285714285717,47.29999999999999,0.0006881279987283051,nan,nan,nan,nan,nan,-1.0,0.0006881279987283051,nan,nan,nan,nan,nan,-1.0,0.0006881279987283051,nan,nan,nan,nan,nan,-1.0,0.0006881279987283051,nan,nan,nan,nan,nan,-1.0,0.0006881279987283051,nan,nan,nan,nan,nan,-1.0
18.438900000000018,-9.00109999999999,-1.2616956806052757,501.0,0,14080,False,367360,704,27,99056db3b7eb43c6bcf4dc731d97de89,2020-05-18_08-20-14,1589804414,10.22918963432312,282.6777856349945,62138,prophet,129.2.189.146,282.6777856349945,367360,27,8,3e0cf570,0,367360,367360,887.828,18.987,13.166,67413.573,1441.721,1280.0,25.946666666666665,47.39999999999999,0.0006876352126710117,nan,nan,nan,nan,nan,-1.0,0.0006876352126710117,nan,nan,nan,nan,nan,-1.0,0.0006876352126710117,nan,nan,nan,nan,nan,-1.0,0.0006876352126710117,nan,nan,nan,nan,nan,-1.0,0.0006876352126710117,nan,nan,nan,nan,nan,-1.0
18.438900000000018,-9.00109999999999,-1.2616956806052757,501.0,0,14080,False,381440,704,28,99056db3b7eb43c6bcf4dc731d97de89,2020-05-18_08-20-24,1589804424,10.159644842147827,292.83743047714233,62138,prophet,129.2.189.146,292.83743047714233,381440,28,8,3e0cf570,0,381440,381440,892.767,18.55,12.438,69001.311,1433.744,1280.0,25.864285714285717,47.457142857142856,0.0006871424266137183,nan,nan,nan,nan,nan,-1.0,0.0006871424266137183,nan,nan,nan,nan,nan,-1.0,0.0006871424266137183,nan,nan,nan,nan,nan,-1.0,0.0006871424266137183,nan,nan,nan,nan,nan,-1.0,0.0006871424266137183,nan,nan,nan,nan,nan,-1.0
40.93,-3.900000000000002,-0.3363000000000003,501.0,64,14080,False,395520,768,29,99056db3b7eb43c6bcf4dc731d97de89,2020-05-18_08-20-35,1589804435,10.322035551071167,303.1594660282135,62138,prophet,129.2.189.146,303.1594660282135,395520,29,8,3e0cf570,0,395520,395520,901.489,18.61,12.601,68781.016,1419.873,1280.0,25.813333333333333,47.540000000000006,0.0006866495823487639,nan,nan,nan,nan,nan,-1.0,0.0006866495823487639,nan,nan,nan,nan,nan,-1.0,0.0006866495823487639,nan,nan,nan,nan,nan,-1.0,0.0006866495823487639,nan,nan,nan,nan,nan,-1.0,0.0006866495823487639,nan,nan,nan,nan,nan,-1.0
40.93,-3.900000000000002,-0.3363000000000001,501.0,0,14080,False,409600,768,30,99056db3b7eb43c6bcf4dc731d97de89,2020-05-18_08-20-45,1589804445,10.211896896362305,313.3713629245758,62138,prophet,129.2.189.146,313.3713629245758,409600,30,8,3e0cf570,0,409600,409600,897.142,19.21,12.807,66633.434,1426.754,1280.0,25.993333333333332,47.640000000000015,0.0006861567962914705,nan,nan,nan,nan,nan,-1.0,0.0006861567962914705,nan,nan,nan,nan,nan,-1.0,0.0006861567962914705,nan,nan,nan,nan,nan,-1.0,0.0006861567962914705,nan,nan,nan,nan,nan,-1.0,0.0006861567962914705,nan,nan,nan,nan,nan,-1.0
