episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,timesteps_this_iter,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,num_healthy_workers,trial_id,experiment_tag,policy_reward_min/policy_0,policy_reward_max/policy_0,policy_reward_mean/policy_0,sampler_perf/mean_env_wait_ms,sampler_perf/mean_processing_ms,sampler_perf/mean_inference_ms,info/num_steps_trained,info/num_steps_sampled,info/sample_time_ms,info/load_time_ms,info/grad_time_ms,info/update_time_ms,perf/cpu_util_percent,perf/ram_util_percent,perf/gpu_util_percent0,perf/vram_util_percent0,perf/gpu_util_percent1,perf/vram_util_percent1,info/learner/policy_0/cur_kl_coeff,info/learner/policy_0/cur_lr,info/learner/policy_0/total_loss,info/learner/policy_0/policy_loss,info/learner/policy_0/vf_loss,info/learner/policy_0/vf_explained_var,info/learner/policy_0/kl,info/learner/policy_0/entropy,info/learner/policy_0/entropy_coeff
8.634859865996972,-198.11087800189853,-95.83192756263655,90.9,67,6400,False,70400,824,11,f67cae13e5bc41d48a185a265ed4d205,2020-02-03_22-37-48,1580787468,5.836698293685913,65.86721086502075,18198,gammaumd5,10.70.51.83,65.86721086502075,70400,11,8,88c48352,0,-110.41664198677366,7.576339381669335,-31.943975854212184,18.77280916493607,4.197051102781666,1.946357699465121,209000,70400,2595.211,22.099,3147.965,9.49,60.875,71.5,0.0,0.013525780682643427,0.12625,0.06842726200199656,0.00390625,4.999999873689376e-05,18.765373,-0.0014564334,18.824585,0.58448505,0.0032481868,5.7765646,0.009999999776482582
-3.7721402251627367,-302.0986915123649,-102.37849747119704,85.64,70,6400,False,76800,894,12,f67cae13e5bc41d48a185a265ed4d205,2020-02-03_22-37-54,1580787474,5.825267791748047,71.6924786567688,18198,gammaumd5,10.70.51.83,71.6924786567688,76800,12,8,88c48352,0,-110.41664198677366,10.473670646237828,-34.12616582373235,18.741005323198138,4.191894925079404,1.9296534074642895,228000,76800,2590.889,22.32,3158.282,9.814,59.34285714285714,71.5,0.0,0.013525780682643427,0.10142857142857142,0.06842726200199656,0.001953125,4.999999873689376e-05,19.747028,-0.002577625,19.807684,0.5904046,0.0032697353,5.8081884,0.009999999776482582
4.223314427305013,-302.0986915123649,-103.3860176400165,84.82,81,6400,False,83200,975,13,f67cae13e5bc41d48a185a265ed4d205,2020-02-03_22-38-00,1580787480,5.861371994018555,77.55385065078735,18198,gammaumd5,10.70.51.83,77.55385065078735,83200,13,8,88c48352,0,-109.10504439255845,5.131967045987643,-34.4620058800055,18.745836784376802,4.197371718877717,1.9214119457495402,247000,83200,2591.615,21.641,3160.701,9.542,61.65,71.5,0.0,0.013525780682643427,0.11249999999999999,0.06842726200199656,0.0009765625,4.999999873689376e-05,18.71642,-0.0021646211,18.776733,0.5535726,0.003209456,5.814959,0.009999999776482582
-4.410458098864183,-192.79152352525855,-96.781182663012,88.68,83,6400,False,89600,1058,14,f67cae13e5bc41d48a185a265ed4d205,2020-02-03_22-38-05,1580787485,5.755239009857178,83.30908966064453,18198,gammaumd5,10.70.51.83,83.30908966064453,89600,14,8,88c48352,0,-108.226641330868,5.506969890013956,-32.260394221004,18.73458387685329,4.207252301448127,1.9129538070654164,266000,89600,2590.623,22.241,3160.521,9.852,61.287499999999994,71.5,0.00125,0.013525780682643427,0.11875,0.06842726200199656,0.00048828125,4.999999873689376e-05,17.19692,-0.0021851962,17.257252,0.6161949,0.0028892895,5.814985,0.009999999776482582
-11.430767443496741,-203.264589241473,-99.68344158778316,80.5,91,6400,False,96000,1149,15,f67cae13e5bc41d48a185a265ed4d205,2020-02-03_22-38-11,1580787491,5.851738452911377,89.16082811355591,18198,gammaumd5,10.70.51.83,89.16082811355591,96000,15,8,88c48352,0,-108.64779348655914,5.844274522814274,-33.22781386259439,18.75070695533827,4.211021530832344,1.9054057310931378,285000,96000,2588.933,21.81,3168.223,9.612,62.67142857142857,71.58571428571429,0.0,0.013525780682643427,0.11142857142857143,0.06842726200199656,0.000244140625,4.999999873689376e-05,19.583885,-0.001316236,19.643894,0.57699037,0.0031020513,5.8697233,0.009999999776482582
10.898157693212852,-203.264589241473,-97.16651172047713,75.69,75,6400,False,102400,1224,16,f67cae13e5bc41d48a185a265ed4d205,2020-02-03_22-38-17,1580787497,5.722617149353027,94.88344526290894,18198,gammaumd5,10.70.51.83,94.88344526290894,102400,16,8,88c48352,0,-107.11510360846296,6.353100579309583,-32.38883724015905,18.747530277430737,4.211375580366417,1.900697461077501,304000,102400,2585.255,19.398,3149.774,9.69,61.52499999999999,71.6,0.0,0.013525780682643427,0.13374999999999998,0.06842726200199656,0.0001220703125,4.999999873689376e-05,17.566193,-0.0010569509,17.625828,0.6043949,0.00380955,5.8577724,0.009999999776482582
-5.195193641586236,-193.25622593518347,-98.50189933003159,74.62,79,6400,False,108800,1303,17,f67cae13e5bc41d48a185a265ed4d205,2020-02-03_22-38-23,1580787503,5.713794708251953,100.59723997116089,18198,gammaumd5,10.70.51.83,100.59723997116089,108800,17,8,88c48352,0,-108.44316837245908,6.5126619950557725,-32.83396644334386,18.720058589842864,4.2009439573383185,1.8908627098375217,323000,108800,2582.042,19.634,3146.763,8.846,60.41428571428571,71.60000000000001,0.0,0.013525780682643427,0.10428571428571429,0.06842726200199656,6.103515625e-05,4.999999873689376e-05,17.841858,-0.0009150432,17.901434,0.5777256,0.0035477597,5.865864,0.009999999776482582
-1.3347557999659472,-195.35379169764929,-96.96140453441417,77.11,90,6400,False,115200,1393,18,f67cae13e5bc41d48a185a265ed4d205,2020-02-03_22-38-29,1580787509,5.797917604446411,106.3951575756073,18198,gammaumd5,10.70.51.83,106.3951575756073,115200,18,8,88c48352,0,-108.14543239539489,6.5126619950557725,-32.32046817813806,18.712374695525426,4.212586262853969,1.8884304904539624,342000,115200,2566.023,19.292,3159.728,8.661,61.2625,71.6,0.0,0.013525780682643427,0.11624999999999999,0.06842726200199656,3.0517578125e-05,4.999999873689376e-05,15.663025,-0.0013420553,15.7232895,0.5850523,0.00411669,5.892356,0.009999999776482582
21.40351918339728,-204.4645437223371,-101.56976656266721,78.03,84,6400,False,121600,1477,19,f67cae13e5bc41d48a185a265ed4d205,2020-02-03_22-38-35,1580787515,5.837170124053955,112.23232769966125,18198,gammaumd5,10.70.51.83,112.23232769966125,121600,19,8,88c48352,0,-106.98011670416842,7.824626152170822,-33.8565888542224,18.708247507371812,4.221506453097235,1.8876520877898313,361000,121600,2567.741,19.151,3165.683,8.123,62.557142857142864,71.60000000000001,0.0,0.013525780682643427,0.11,0.06842726200199656,1.52587890625e-05,4.999999873689376e-05,19.377352,0.00039260683,19.435963,0.58266157,0.0043073944,5.900452,0.009999999776482582
9.282166728749871,-201.91328007867557,-97.26907022920321,91.98,88,6400,False,128000,1565,20,f67cae13e5bc41d48a185a265ed4d205,2020-02-03_22-38-40,1580787520,5.6223015785217285,117.85462927818298,18198,gammaumd5,10.70.51.83,117.85462927818298,128000,20,8,88c48352,0,-105.85960515604046,6.108559348310031,-32.423023409734405,18.692830092694535,4.230076644809952,1.8846443144422398,380000,128000,2565.725,18.757,3156.5,8.501,61.55,71.67500000000001,0.0,0.013525780682643427,0.12000000000000001,0.06842726200199656,7.62939453125e-06,4.999999873689376e-05,20.66553,-0.0015896276,20.725891,0.57105273,0.0035948318,5.877106,0.009999999776482582
1.806427065283053,-196.25849369098432,-99.96220669940172,70.67,83,6400,False,134400,1648,21,f67cae13e5bc41d48a185a265ed4d205,2020-02-03_22-38-46,1580787526,5.721435070037842,123.57606434822083,18198,gammaumd5,10.70.51.83,123.57606434822083,134400,21,8,88c48352,0,-107.18517901926923,8.1662926635084,-33.32073556646724,18.69008309270245,4.241160471510856,1.8792695422294161,399000,134400,2564.605,18.132,3146.122,8.086,62.52857142857143,71.7,0.0,0.013525780682643427,0.10285714285714286,0.06842726200199656,3.814697265625e-06,4.999999873689376e-05,20.185942,-0.0009493573,20.245388,0.5979653,0.0035670027,5.849851,0.009999999776482582
-73.16688776668161,-196.25849369098432,-100.56895334935922,70.25,82,6400,False,140800,1730,22,f67cae13e5bc41d48a185a265ed4d205,2020-02-03_22-38-52,1580787532,5.835064888000488,129.4111292362213,18198,gammaumd5,10.70.51.83,129.4111292362213,140800,22,8,88c48352,0,-107.3787526061448,9.68935896308782,-33.52298444978641,18.67035962664426,4.245495059416995,1.8751482561183632,418000,140800,2564.453,20.703,3146.239,7.838,58.975,71.7,0.0,0.013525780682643427,0.11000000000000001,0.06842726200199656,1.9073486328125e-06,4.999999873689376e-05,18.94498,-0.0014269799,19.005024,0.6205976,0.0035436943,5.861431,0.009999999776482582
-81.0788608903531,-201.96214294736276,-102.51009229168528,67.67,80,6400,False,147200,1810,23,f67cae13e5bc41d48a185a265ed4d205,2020-02-03_22-38-58,1580787538,5.802038908004761,135.21316814422607,18198,gammaumd5,10.70.51.83,135.21316814422607,147200,23,8,88c48352,0,-107.3787526061448,7.78037722680407,-34.1700307638951,18.64266089244933,4.25367031586506,1.8722304113670567,437000,147200,2563.28,20.936,3140.898,8.013,62.31428571428571,71.7,0.0,0.013525780682643427,0.1257142857142857,0.06842726200199656,9.5367431640625e-07,4.999999873689376e-05,19.10808,-0.0009536894,19.167679,0.61792487,0.0042668874,5.8648667,0.009999999776482582
18.146979800658286,-200.57615200430158,-97.34199310470227,85.02,77,6400,False,153600,1887,24,f67cae13e5bc41d48a185a265ed4d205,2020-02-03_22-39-04,1580787544,5.860706090927124,141.0738742351532,18198,gammaumd5,10.70.51.83,141.0738742351532,153600,24,8,88c48352,0,-104.89850687181269,6.211670303794861,-32.447331034900756,18.64748376812447,4.250346448411461,1.8683687648686285,456000,153600,2560.486,20.149,3154.636,7.841,61.275,71.7,0.0,0.013525780682643427,0.11875,0.06842726200199656,4.76837158203125e-07,4.999999873689376e-05,21.088373,-0.00033442577,21.147081,0.60649097,0.0038298725,5.837234,0.009999999776482582
7.844441570108756,-212.5989669780247,-97.48584853935753,89.97,77,6400,False,160000,1964,25,f67cae13e5bc41d48a185a265ed4d205,2020-02-03_22-39-09,1580787549,5.784564971923828,146.85843920707703,18198,gammaumd5,10.70.51.83,146.85843920707703,160000,25,8,88c48352,0,-107.64205722790211,9.873506747574233,-32.49528284645251,18.65478651191365,4.243758848745627,1.8634857420553868,475000,160000,2553.387,19.584,3156.69,7.573,61.487500000000004,71.73750000000001,0.0,0.013525780682643427,0.12000000000000001,0.06842726200199656,2.384185791015625e-07,4.999999873689376e-05,21.445179,0.000516146,21.50327,0.6139286,0.0041365437,5.860612,0.009999999776482582
13.153690420323983,-207.3092542187078,-101.0159469819194,87.82,82,6400,False,166400,2046,26,f67cae13e5bc41d48a185a265ed4d205,2020-02-03_22-39-15,1580787555,5.803332567214966,152.661771774292,18198,gammaumd5,10.70.51.83,152.661771774292,166400,26,8,88c48352,0,-105.71702912240289,10.936503754385434,-33.671982327306466,18.62837722036983,4.2516729479820485,1.8629127626427262,494000,166400,2553.584,18.749,3166.048,7.391,62.357142857142854,71.78571428571429,0.0,0.013525780682643427,0.10714285714285714,0.06842726200199656,1.1920928955078125e-07,4.999999873689376e-05,19.362549,0.0017864261,19.419334,0.6212064,0.0048450218,5.857344,0.009999999776482582
13.831049429951221,-190.35541165992618,-96.56901413237094,83.8,82,6400,False,172800,2128,27,f67cae13e5bc41d48a185a265ed4d205,2020-02-03_22-39-21,1580787561,5.910691022872925,158.57246279716492,18198,gammaumd5,10.70.51.83,158.57246279716492,172800,27,8,88c48352,0,-104.61958936904557,10.936503754385434,-32.18967137745698,18.62616120841645,4.258769968648133,1.8657304676286781,513000,172800,2555.124,18.784,3182.988,7.481,60.425,71.8,0.0,0.013525780682643427,0.11,0.06842726200199656,5.960464477539063e-08,4.999999873689376e-05,18.497473,-0.0017126959,18.557632,0.65507334,0.004000116,5.8450027,0.009999999776482582
-77.01327559188941,-186.89017717354002,-98.41890615267563,70.08,72,6400,False,179200,2200,28,f67cae13e5bc41d48a185a265ed4d205,2020-02-03_22-39-27,1580787567,5.795258522033691,164.3677213191986,18198,gammaumd5,10.70.51.83,164.3677213191986,179200,28,8,88c48352,0,-105.4225587414112,8.422385929928467,-32.80630205089187,18.625587201240272,4.253271974277966,1.8619189843284931,532000,179200,2558.506,19.088,3178.686,7.811,59.34285714285714,71.8,0.0,0.013525780682643427,0.09428571428571428,0.06842726200199656,2.9802322387695312e-08,4.999999873689376e-05,19.699146,-0.0021092684,19.759638,0.65260774,0.0035277514,5.8385177,0.009999999776482582
3.792257818393395,-191.7848560528364,-98.95954108370869,79.32,75,6400,False,185600,2275,29,f67cae13e5bc41d48a185a265ed4d205,2020-02-03_22-39-33,1580787573,5.773184299468994,170.1409056186676,18198,gammaumd5,10.70.51.83,170.1409056186676,185600,29,8,88c48352,0,-105.34660734251763,10.32813864566075,-32.98651369456956,18.60142903270115,4.249244127461061,1.8583815567684128,551000,185600,2558.188,20.051,3171.844,8.261,61.224999999999994,71.8,0.0,0.013525780682643427,0.11624999999999999,0.06842726200199656,1.4901161193847656e-08,4.999999873689376e-05,16.588121,0.00030999887,16.64629,0.68631786,0.0044551482,5.8477626,0.009999999776482582
14.731707638362415,-205.06989060342312,-95.03568759885384,91.22,74,6400,False,192000,2349,30,f67cae13e5bc41d48a185a265ed4d205,2020-02-03_22-39-39,1580787579,5.8706769943237305,176.01158261299133,18198,gammaumd5,10.70.51.83,176.01158261299133,192000,30,8,88c48352,0,-106.36967567160416,5.849419023608789,-31.67856253295128,18.6071771000577,4.248152615420638,1.856510096637093,570000,192000,2556.514,20.918,3196.218,8.209,61.5375,71.8,0.0,0.013525780682643427,0.12125,0.06842726200199656,7.450580596923828e-09,4.999999873689376e-05,18.581573,-0.0011135926,18.64124,0.6714924,0.004203474,5.8552523,0.009999999776482582
8.069994208402932,-197.01344397268258,-97.28293078577495,83.93,70,6400,False,198400,2419,31,f67cae13e5bc41d48a185a265ed4d205,2020-02-03_22-39-45,1580787585,5.7692482471466064,181.78083086013794,18198,gammaumd5,10.70.51.83,181.78083086013794,198400,31,8,88c48352,0,-106.36967567160416,9.836903314649433,-32.42764359525832,18.61010420465697,4.247219123765159,1.8542703706335593,589000,198400,2556.317,20.92,3202.877,8.27,62.42857142857142,71.87142857142855,0.0,0.013525780682643427,0.11142857142857143,0.06842726200199656,3.725290298461914e-09,4.999999873689376e-05,20.562029,0.0021429923,20.618376,0.6584449,0.0042180046,5.8486805,0.009999999776482582
12.257402669638395,-199.2491203378886,-98.27903916287352,92.74,82,6400,False,204800,2501,32,f67cae13e5bc41d48a185a265ed4d205,2020-02-03_22-39-51,1580787591,5.821299314498901,187.60213017463684,18198,gammaumd5,10.70.51.83,187.60213017463684,204800,32,8,88c48352,0,-109.10133291066936,8.082358470186591,-32.75967972095784,18.61221020724263,4.254272179693245,1.8588560014705928,608000,204800,2563.851,17.715,3197.858,8.227,61.8375,71.9,0.0,0.013525780682643427,0.1225,0.06842726200199656,1.862645149230957e-09,4.999999873689376e-05,20.618612,0.002178638,20.674957,0.64788073,0.0049160016,5.852727,0.009999999776482582
16.559900551335886,-200.54144777788318,-97.10909937051416,93.02,64,6400,False,211200,2565,33,f67cae13e5bc41d48a185a265ed4d205,2020-02-03_22-39-56,1580787596,5.631979942321777,193.23411011695862,18198,gammaumd5,10.70.51.83,193.23411011695862,211200,33,8,88c48352,0,-110.16656679520383,9.346411854727194,-32.36969979017139,18.60479663384263,4.248607381045733,1.8507265336215857,627000,211200,2557.065,17.376,3187.895,7.998,59.199999999999996,71.89999999999999,0.0,0.013525780682643427,0.10142857142857142,0.06842726200199656,9.313225746154785e-10,4.999999873689376e-05,22.886238,0.00030690373,22.94462,0.6700191,0.005031337,5.8686943,0.009999999776482582
16.559900551335886,-208.31288190931082,-100.81550367027201,87.61,77,6400,False,217600,2642,34,f67cae13e5bc41d48a185a265ed4d205,2020-02-03_22-40-02,1580787602,5.7740113735198975,199.00812149047852,18198,gammaumd5,10.70.51.83,199.00812149047852,217600,34,8,88c48352,0,-110.16656679520383,9.300094904533275,-33.60516789009067,18.583790731913663,4.2410667327719915,1.8530205884556614,646000,217600,2559.09,17.684,3177.427,7.839,61.4375,71.9,0.0025,0.013525780682643427,0.1175,0.06842726200199656,9.313225746154785e-10,4.999999873689376e-05,22.29311,0.0019602638,22.349709,0.66398925,0.004642208,5.8562155,0.009999999776482582
12.165963126113638,-208.31288190931082,-95.18302625625627,98.69,67,6400,False,224000,2709,35,f67cae13e5bc41d48a185a265ed4d205,2020-02-03_22-40-08,1580787608,5.781453371047974,204.7895748615265,18198,gammaumd5,10.70.51.83,204.7895748615265,224000,35,8,88c48352,0,-107.2657771674761,9.827520444911592,-31.727675418752096,18.591193468005166,4.238696205980517,1.8508988256109353,665000,224000,2561.921,18.825,3171.26,8.189,62.528571428571425,71.89999999999999,0.0,0.013525780682643427,0.10714285714285714,0.06842726200199656,4.656612873077393e-10,4.999999873689376e-05,24.077644,0.00022896222,24.136286,0.66972095,0.0043418617,5.887102,0.009999999776482582
11.125239233020693,-192.79775809170678,-93.22204090989544,94.35,73,6400,False,230400,2782,36,f67cae13e5bc41d48a185a265ed4d205,2020-02-03_22-40-14,1580787614,5.743840932846069,210.53341579437256,18198,gammaumd5,10.70.51.83,210.53341579437256,230400,36,8,88c48352,0,-107.85806833502527,11.74640095971214,-31.07401363663182,18.57645175275988,4.23025923592918,1.8485417698111786,684000,230400,2556.935,19.194,3169.02,8.076,61.27499999999999,71.95,0.0,0.013525780682643427,0.13875,0.06842726200199656,2.3283064365386963e-10,4.999999873689376e-05,26.705887,0.0015175743,26.7632,0.7048711,0.0047078165,5.8830667,0.009999999776482582
4.714891701005385,-192.79775809170678,-95.2410294405045,87.56,68,6400,False,236800,2850,37,f67cae13e5bc41d48a185a265ed4d205,2020-02-03_22-40-19,1580787619,5.773059129714966,216.30647492408752,18198,gammaumd5,10.70.51.83,216.30647492408752,236800,37,8,88c48352,0,-107.85806833502527,9.234233864815906,-31.7470098135015,18.575685291978544,4.223437316543476,1.8481308848424474,703000,236800,2551.698,19.53,3161.092,7.911,62.328571428571415,72.0,0.0,0.013525780682643427,0.10571428571428572,0.06842726200199656,1.1641532182693481e-10,4.999999873689376e-05,26.614897,0.00074105035,26.67245,0.66944885,0.004281192,5.829362,0.009999999776482582
9.222991135437027,-202.89101802185178,-95.3823291429691,88.02,66,6400,False,243200,2916,38,f67cae13e5bc41d48a185a265ed4d205,2020-02-03_22-40-25,1580787625,5.816009044647217,222.12248396873474,18198,gammaumd5,10.70.51.83,222.12248396873474,243200,38,8,88c48352,0,-110.81741345029636,8.91480160644278,-31.794109714323046,18.587580338933275,4.217925332550538,1.8469728508794605,722000,243200,2548.485,18.904,3167.026,7.539,58.550000000000004,72.0,0.0,0.013525780682643427,0.1075,0.06842726200199656,5.820766091346741e-11,4.999999873689376e-05,28.143995,0.0005632829,28.202074,0.679468,0.0040124604,5.8643146,0.009999999776482582
20.826619927072883,-202.89101802185178,-94.59214413944632,103.54,62,6400,False,249600,2978,39,f67cae13e5bc41d48a185a265ed4d205,2020-02-03_22-40-31,1580787631,5.746294021606445,227.8687779903412,18198,gammaumd5,10.70.51.83,227.8687779903412,249600,39,8,88c48352,0,-110.81741345029636,12.10804858927925,-31.53071471314877,18.58289181670035,4.214705714382794,1.844359099210891,741000,249600,2547.524,17.993,3165.64,7.398,62.24285714285714,72.0,0.0,0.013525780682643427,0.12999999999999998,0.06842726200199656,2.9103830456733704e-11,4.999999873689376e-05,23.362492,0.00033145965,23.420267,0.6982592,0.004148282,5.8104095,0.009999999776482582
-61.99073997326197,-191.75922854896635,-96.17188136675512,93.76,60,6400,False,256000,3038,40,f67cae13e5bc41d48a185a265ed4d205,2020-02-03_22-40-37,1580787637,5.818272352218628,233.68705034255981,18198,gammaumd5,10.70.51.83,233.68705034255981,256000,40,8,88c48352,0,-113.25688642139237,13.599440613373488,-32.05729378891837,18.5782893193869,4.211136833162755,1.8451466159793275,760000,256000,2548.655,16.979,3161.588,7.493,61.3125,72.0,0.0,0.013525780682643427,0.11875,0.06842726200199656,1.4551915228366852e-11,4.999999873689376e-05,26.17613,0.0006212459,26.2337,0.69419515,0.0041907616,5.8189487,0.009999999776482582
