episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,timesteps_this_iter,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,num_healthy_workers,trial_id,experiment_tag,info/min_exploration,info/max_exploration,info/num_target_updates,info/num_steps_trained,info/num_steps_sampled,info/sample_time_ms,info/replay_time_ms,info/grad_time_ms,info/update_time_ms,info/opt_peak_throughput,info/opt_samples,perf/cpu_util_percent,perf/ram_util_percent,perf/gpu_util_percent0,perf/vram_util_percent0,perf/gpu_util_percent1,perf/vram_util_percent1
-90.98221985553393,-502.8792531087529,-165.17557222191564,81.46,19,2560,False,90880,882,36,136d086607b94f6dabc43c99142ca5c5,2020-02-04_16-20-51,1580851251,1.2112903594970703,46.93981671333313,32407,gammaumd8,10.70.51.95,46.93981671333313,90880,36,8,17e16912,0,1.0,1.0,71,34304,90880,511.947,38.385,8.41,16.35,60881.625,512.0,22.4,27.65,0.0,0.010353283080555808,0.0,0.03475814502223432
-82.32565505453385,-400.8697802873794,-164.18071690590673,85.56,14,2560,False,93440,896,37,136d086607b94f6dabc43c99142ca5c5,2020-02-04_16-20-52,1580851252,1.1375477313995361,48.077364444732666,32407,gammaumd8,10.70.51.95,48.077364444732666,93440,37,8,17e16912,0,1.0,1.0,73,35328,93440,511.85,37.865,8.215,16.359,62321.23,512.0,17.3,27.7,0.0,0.010353283080555808,0.0,0.03475814502223432
-82.32565505453385,-400.8697802873794,-168.84401322035438,86.59,7,2560,False,96000,903,38,136d086607b94f6dabc43c99142ca5c5,2020-02-04_16-20-53,1580851253,1.172861099243164,49.25022554397583,32407,gammaumd8,10.70.51.95,49.25022554397583,96000,38,8,17e16912,0,1.0,1.0,75,36352,96000,510.17,37.612,8.36,16.767,61246.083,512.0,22.0,27.7,0.0,0.010353283080555808,0.0,0.03475814502223432
-82.32565505453385,-400.8697802873794,-170.78815957231768,91.3,5,2560,False,98560,908,39,136d086607b94f6dabc43c99142ca5c5,2020-02-04_16-20-54,1580851254,1.097940444946289,50.34816598892212,32407,gammaumd8,10.70.51.95,50.34816598892212,98560,39,8,17e16912,0,1.0,1.0,77,37376,98560,501.893,33.801,8.487,15.624,60327.319,512.0,18.8,27.7,0.0,0.010353283080555808,0.0,0.03475814502223432
-82.32565505453385,-400.8697802873794,-171.0200748762404,90.78,5,2560,False,101120,913,40,136d086607b94f6dabc43c99142ca5c5,2020-02-04_16-20-55,1580851255,1.1738295555114746,51.521995544433594,32407,gammaumd8,10.70.51.95,51.521995544433594,101120,40,8,17e16912,0,1.0,1.0,79,38400,101120,496.399,38.029,8.572,15.962,59729.64,512.0,20.9,27.7,0.0,0.010353283080555808,0.0,0.03475814502223432
-80.59399382467383,-400.8697802873794,-171.41076756411786,93.73,5,2560,False,103680,918,41,136d086607b94f6dabc43c99142ca5c5,2020-02-04_16-20-57,1580851257,1.1395800113677979,52.66157555580139,32407,gammaumd8,10.70.51.95,52.66157555580139,103680,41,8,17e16912,0,1.0,1.0,81,39424,103680,489.944,37.673,8.66,15.868,59119.916,512.0,17.2,27.7,0.0,0.010353283080555808,0.0,0.03475814502223432
-80.59399382467383,-400.8697802873794,-169.1154718633066,94.96,6,2560,False,106240,924,42,136d086607b94f6dabc43c99142ca5c5,2020-02-04_16-20-58,1580851258,1.1458911895751953,53.80746674537659,32407,gammaumd8,10.70.51.95,53.80746674537659,106240,42,8,17e16912,0,1.0,1.0,83,40448,106240,489.557,39.591,8.564,15.826,59785.013,512.0,22.5,27.7,0.0,0.010353283080555808,0.0,0.03475814502223432
-76.16389362537302,-400.8697802873794,-174.5872752153757,99.34,6,2560,False,108800,930,43,136d086607b94f6dabc43c99142ca5c5,2020-02-04_16-20-59,1580851259,1.0909907817840576,54.898457527160645,32407,gammaumd8,10.70.51.95,54.898457527160645,108800,43,8,17e16912,0,1.0,1.0,85,41472,108800,483.514,39.445,8.778,14.866,58328.905,512.0,19.2,27.7,0.0,0.010353283080555808,0.0,0.03475814502223432
-76.16389362537302,-400.8697802873794,-176.23127504272853,101.26,3,2560,False,111360,933,44,136d086607b94f6dabc43c99142ca5c5,2020-02-04_16-21-00,1580851260,1.161851406097412,56.06030893325806,32407,gammaumd8,10.70.51.95,56.06030893325806,111360,44,8,17e16912,0,1.0,1.0,87,42496,111360,483.502,43.368,8.64,15.689,59258.583,512.0,20.9,27.7,0.0,0.010353283080555808,0.0,0.03475814502223432
-76.16389362537302,-400.8697802873794,-176.83855361418566,103.95,3,2560,False,113920,936,45,136d086607b94f6dabc43c99142ca5c5,2020-02-04_16-21-01,1580851261,1.118959665298462,57.17926859855652,32407,gammaumd8,10.70.51.95,57.17926859855652,113920,45,8,17e16912,0,1.0,1.0,89,43520,113920,482.214,39.05,8.64,16.168,59258.256,512.0,20.6,27.7,0.0,0.010353283080555808,0.0,0.03475814502223432
