episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,timesteps_this_iter,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,num_healthy_workers,trial_id,experiment_tag,info/num_steps_trained,info/num_steps_sampled,info/sample_time_ms,info/load_time_ms,info/grad_time_ms,info/update_time_ms,perf/cpu_util_percent,perf/ram_util_percent,perf/gpu_util_percent0,perf/vram_util_percent0,perf/gpu_util_percent1,perf/vram_util_percent1,info/learner/policy_0/cur_kl_coeff,info/learner/policy_0/cur_lr,info/learner/policy_0/total_loss,info/learner/policy_0/policy_loss,info/learner/policy_0/vf_loss,info/learner/policy_0/vf_explained_var,info/learner/policy_0/kl,info/learner/policy_0/entropy,info/learner/policy_0/entropy_coeff
34.018579641868946,-19.985887966133156,-6.025337734530452,501.0,64,6400,False,198400,384,31,1152b700d8ca44d2a58528824a84160d,2020-02-04_21-40-56,1580870456,10.986955881118774,339.5741536617279,8191,gammaumd8,10.70.51.95,339.5741536617279,198400,31,8,1eaf7424,0,992000,198400,5032.07,89.059,5723.842,9.061,46.142857142857146,52.66428571428571,0.0,0.010353283080555806,0.05142857142857143,0.08149559851166167,4.656612873077393e-10,4.999999873689376e-05,348.1194,0.00060172763,348.15027,0.031063415,0.0018476464,3.1493094,0.009999999776482582
34.018579641868946,-19.985887966133156,-6.025337734530455,501.0,0,6400,False,204800,384,32,1152b700d8ca44d2a58528824a84160d,2020-02-04_21-41-07,1580870467,10.792514324188232,350.36666798591614,8191,gammaumd8,10.70.51.95,350.36666798591614,204800,32,8,1eaf7424,0,1024000,204800,5033.884,85.347,5738.843,9.609,45.92857142857143,52.78571428571429,0.0,0.010288412885815484,0.056428571428571425,0.08149559851166167,2.3283064365386963e-10,4.999999873689376e-05,2.8923953,0.0005030361,2.9237652,0.09981324,0.0009227885,3.1872926,0.009999999776482582
34.018579641868946,-19.985887966133156,-6.025337734530455,501.0,0,6400,False,211200,384,33,1152b700d8ca44d2a58528824a84160d,2020-02-04_21-41-18,1580870478,11.08421277999878,361.4508807659149,8191,gammaumd8,10.70.51.95,361.4508807659149,211200,33,8,1eaf7424,0,1056000,211200,5068.857,85.618,5739.551,9.556,46.79285714285714,52.95000000000001,0.0,0.010262464807919354,0.04928571428571428,0.08149559851166167,1.1641532182693481e-10,4.999999873689376e-05,2.3190837,0.0011100529,2.3501172,0.2010454,0.0018680112,3.2143688,0.009999999776482582
34.018579641868946,-19.985887966133156,-6.025337734530455,501.0,0,6400,False,217600,384,34,1152b700d8ca44d2a58528824a84160d,2020-02-04_21-41-29,1580870489,10.941474199295044,372.39235496520996,8191,gammaumd8,10.70.51.95,372.39235496520996,217600,34,8,1eaf7424,0,1088000,217600,5073.334,84.066,5740.571,9.609,45.20666666666667,53.02666666666665,0.0,0.010262464807919352,0.05533333333333333,0.08149559851166167,5.820766091346741e-11,4.999999873689376e-05,2.9096856,0.0014779666,2.9405663,0.255629,0.0019172068,3.2358506,0.009999999776482582
34.018579641868946,-19.985887966133156,-6.025337734530455,501.0,0,6400,False,224000,384,35,1152b700d8ca44d2a58528824a84160d,2020-02-04_21-41-40,1580870500,11.077570915222168,383.46992588043213,8191,gammaumd8,10.70.51.95,383.46992588043213,224000,35,8,1eaf7424,0,1120000,224000,5096.045,88.46,5742.795,9.661,46.65714285714286,53.02142857142856,0.0,0.010262464807919354,0.056428571428571425,0.08149559851166167,2.9103830456733704e-11,4.999999873689376e-05,2.1110392,0.00096286274,2.1431046,0.24898179,0.0019190985,3.3028214,0.009999999776482582
26.466004216830026,-23.845662707177723,-8.068521173687945,501.0,64,6400,False,230400,448,36,1152b700d8ca44d2a58528824a84160d,2020-02-04_21-41-51,1580870511,11.035614728927612,394.50554060935974,8191,gammaumd8,10.70.51.95,394.50554060935974,230400,36,8,1eaf7424,0,1152000,230400,5088.987,86.545,5754.878,9.826,45.52142857142858,53.02857142857142,0.0,0.010262464807919354,0.05071428571428571,0.08149559851166167,1.4551915228366852e-11,4.999999873689376e-05,381.16367,0.0010624552,381.19632,0.032544717,0.002526756,3.371428,0.009999999776482582
26.466004216830026,-23.845662707177723,-8.068521173687943,501.0,0,6400,False,236800,448,37,1152b700d8ca44d2a58528824a84160d,2020-02-04_21-42-02,1580870522,10.688565015792847,405.1941056251526,8191,gammaumd8,10.70.51.95,405.1941056251526,236800,37,8,1eaf7424,0,1184000,236800,5048.421,87.307,5753.513,12.838,45.41428571428572,53.14285714285713,0.0,0.01028192586634145,0.05428571428571428,0.08149559851166167,7.275957614183426e-12,4.999999873689376e-05,4.5144477,0.0005499632,4.5468082,0.15468381,0.0014048379,3.2910635,0.009999999776482582
26.466004216830026,-23.845662707177723,-8.068521173687943,501.0,0,6400,False,243200,448,38,1152b700d8ca44d2a58528824a84160d,2020-02-04_21-42-13,1580870533,10.589287281036377,415.78339290618896,8191,gammaumd8,10.70.51.95,415.78339290618896,243200,38,8,1eaf7424,0,1216000,243200,5033.523,84.854,5748.155,12.834,45.871428571428574,53.221428571428575,0.0,0.010353283080555806,0.05928571428571428,0.08149559851166167,3.637978807091713e-12,4.999999873689376e-05,3.7460856,0.00082305004,3.7781487,0.22982848,0.0016347668,3.2886043,0.009999999776482582
26.466004216830026,-23.845662707177723,-8.068521173687943,501.0,0,6400,False,249600,448,39,1152b700d8ca44d2a58528824a84160d,2020-02-04_21-42-23,1580870543,10.611304521560669,426.39469742774963,8191,gammaumd8,10.70.51.95,426.39469742774963,249600,39,8,1eaf7424,0,1248000,249600,5017.919,86.439,5729.873,12.856,45.82857142857143,53.30000000000001,0.0,0.010353283080555806,0.05714285714285714,0.08149559851166167,1.8189894035458565e-12,4.999999873689376e-05,4.520874,0.0008532362,4.5531416,0.29410344,0.0018294838,3.3121104,0.009999999776482582
26.466004216830026,-23.845662707177723,-8.068521173687943,501.0,0,6400,False,256000,448,40,1152b700d8ca44d2a58528824a84160d,2020-02-04_21-42-34,1580870554,10.672235250473022,437.06693267822266,8191,gammaumd8,10.70.51.95,437.06693267822266,256000,40,8,1eaf7424,0,1280000,256000,4990.011,86.383,5722.82,12.744,45.48571428571428,53.48571428571427,0.0,0.010353283080555806,0.05357142857142857,0.08149559851166167,9.094947017729282e-13,4.999999873689376e-05,1.6834848,0.00055379607,1.7157997,0.2144945,0.0016852838,3.2868624,0.009999999776482582
