episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,timesteps_this_iter,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,num_healthy_workers,trial_id,experiment_tag,policy_reward_min/policy_0,policy_reward_max/policy_0,policy_reward_mean/policy_0,sampler_perf/mean_env_wait_ms,sampler_perf/mean_processing_ms,sampler_perf/mean_inference_ms,info/min_exploration,info/max_exploration,info/num_target_updates,info/num_steps_trained,info/num_steps_sampled,info/sample_time_ms,info/replay_time_ms,info/grad_time_ms,info/update_time_ms,info/opt_peak_throughput,info/opt_samples,perf/cpu_util_percent,perf/ram_util_percent,perf/gpu_util_percent0,perf/vram_util_percent0,perf/gpu_util_percent1,perf/vram_util_percent1,evaluation/episode_reward_max,evaluation/episode_reward_min,evaluation/episode_reward_mean,evaluation/episode_len_mean,evaluation/episodes_this_iter,evaluation/policy_reward_min/policy_0,evaluation/policy_reward_max/policy_0,evaluation/policy_reward_mean/policy_0,evaluation/sampler_perf/mean_env_wait_ms,evaluation/sampler_perf/mean_processing_ms,evaluation/sampler_perf/mean_inference_ms,info/learner/policy_0/td_error,info/learner/policy_0/actor_loss,info/learner/policy_0/critic_loss,info/learner/policy_0/mean_q,info/learner/policy_0/max_q,info/learner/policy_0/min_q
-92.20538164721799,-212.4668819841463,-110.1521078906474,68.88235294117646,34,2560,False,28160,348,11,b0f32128641a4cb7a78b1004e2329954,2020-02-03_23-44-55,1580791495,1.3790497779846191,15.752203702926636,17906,gammaumd8,10.70.51.95,15.752203702926636,28160,11,8,0071747e,0,-106.78259331445831,7.093674837689221,-36.717369296882474,14.109239222702223,1.830934460550781,2.782823754196503,0.020000000000000018,0.020000000000000018,22,10752,28160,556.782,48.101,14.871,43.516,34429.148,512.0,15.233333333333334,28.733333333333334,0.0,0.010262464807919354,0.01,0.037662219802159905,-96.1258215249982,-116.68405433977024,-106.40493793238423,92.0,2,-107.31620230005744,2.4802164154437634,-35.468312644128076,12.48216166079623,1.2137953517506423,4.5818744353877685,58.172325,-4.3758845,29.086163,1.6252786,2.2900145,0.9439105
-9.30461612297222,-115.55053475475867,-99.34793175441551,76.6969696969697,33,2560,False,30720,381,12,b0f32128641a4cb7a78b1004e2329954,2020-02-03_23-44-57,1580791497,1.386702537536621,17.138906240463257,17906,gammaumd8,10.70.51.95,17.138906240463257,30720,12,8,0071747e,0,-106.82604330452159,3.382743591675535,-33.11597725147184,14.133075966934456,1.8342868491546318,2.7294410677207916,0.020000000000000018,0.020000000000000018,24,11776,30720,563.252,46.567,15.931,41.007,32138.337,512.0,16.2,28.8,0.0,0.010262464807919354,0.006666666666666667,0.037662219802159905,-114.22801676392557,-127.22939275437969,-120.72870475915263,101.5,2,-110.05867683716741,-2.936799543133631,-40.242901586384214,12.516992272071118,1.3183799554716866,4.547465522334261,20.132328,-4.6176023,10.066164,1.8627291,2.482713,1.1801348
-96.75222452892919,-206.16894177300856,-109.33826042788483,74.44444444444444,27,2560,False,33280,408,13,b0f32128641a4cb7a78b1004e2329954,2020-02-03_23-44-59,1580791499,1.3368332386016846,18.47573947906494,17906,gammaumd8,10.70.51.95,18.47573947906494,33280,13,8,0071747e,0,-108.43929103792955,1.6790164013703617,-36.44608680929494,14.05668929838936,1.8248543468477239,2.709875942725671,0.020000000000000018,0.020000000000000018,26,12800,33280,559.039,46.343,18.346,41.506,27907.447,512.0,17.7,28.85,0.0,0.010262464807919354,0.005,0.037662219802159905,-97.59117477852851,-122.08780046645553,-109.83948762249202,105.0,2,-108.93555456997517,2.65251089298787,-36.61316254083067,12.538415207516673,1.4545850508106954,4.5456774620038285,38.999386,-4.8586197,19.499695,2.11076,2.871131,1.1831897
-33.54555629892281,-119.96511807618666,-103.53842762059648,72.05,40,2560,False,35840,448,14,b0f32128641a4cb7a78b1004e2329954,2020-02-03_23-45-01,1580791501,1.4082484245300293,19.88398790359497,17906,gammaumd8,10.70.51.95,19.88398790359497,35840,14,8,0071747e,0,-108.93750152892123,8.162261499247201,-34.5128092068655,14.126089688078391,1.8340732112075344,2.68420155248115,0.020000000000000018,0.020000000000000018,28,13824,35840,571.611,46.014,17.821,40.533,28729.608,512.0,19.15,29.05,0.0,0.010307873944237581,0.005,0.037662219802159905,-106.22113931062631,-123.72130331606604,-114.97122131334618,100.0,2,-109.1865775048112,-0.6747423425161614,-38.323740437782064,12.500571029631754,1.436835686528952,4.45337706767558,76.77472,-5.0994244,38.387356,2.3473017,3.0160346,1.3050344
-8.10284775891342,-130.46754817920737,-100.30071683903225,77.64516129032258,31,2560,False,38400,479,15,b0f32128641a4cb7a78b1004e2329954,2020-02-03_23-45-03,1580791503,1.4135351181030273,21.297523021697998,17906,gammaumd8,10.70.51.95,21.297523021697998,38400,15,8,0071747e,0,-114.1744067821807,5.9507197605756375,-33.43357227967741,14.143807499901786,1.8411502701976017,2.6544027362786835,0.020000000000000018,0.020000000000000018,30,14848,38400,577.626,44.551,17.248,36.57,29684.624,512.0,16.424999999999997,29.1,0.0,0.010353283080555808,0.0075,0.037662219802159905,-117.78878247225657,-118.55650780769062,-118.1726451399736,96.5,2,-107.62064041895792,-4.683499450640134,-39.39088171332454,12.549883268010898,1.4711393146064338,4.407348125938356,58.48985,-5.3444395,29.244923,2.607447,3.4840627,1.5613583
-4.501329703256488,-218.80115225724876,-109.1538440889939,71.44117647058823,34,2560,False,40960,513,16,b0f32128641a4cb7a78b1004e2329954,2020-02-03_23-45-05,1580791505,1.3456597328186035,22.6431827545166,17906,gammaumd8,10.70.51.95,22.6431827545166,40960,16,8,0071747e,0,-107.21035398015133,5.990721637538321,-36.38461469633131,14.09906084913611,1.8470858153568732,2.6482334593802386,0.020000000000000018,0.020000000000000018,32,15872,40960,577.904,42.14,18.1,32.057,28286.847,512.0,14.850000000000001,29.1,0.0,0.010353283080555808,0.005,0.037662219802159905,-121.6368907436263,-130.52265691384673,-126.0797738287365,86.0,2,-110.36264601023868,-6.334257628458246,-42.026591276245505,12.558171158877961,1.4978403236433777,4.398082431993987,19.30802,-5.4658136,9.654009,2.7238128,3.6905684,1.4026794
6.018582972930744,-123.05612833611667,-98.96299090923276,81.9375,32,2560,False,43520,545,17,b0f32128641a4cb7a78b1004e2329954,2020-02-03_23-45-07,1580791507,1.3546383380889893,23.99782109260559,17906,gammaumd8,10.70.51.95,23.99782109260559,43520,17,8,0071747e,0,-108.62723695277236,3.698773500043899,-32.98766363641093,14.149217123764727,1.837619392969885,2.610165303061537,0.020000000000000018,0.020000000000000018,34,16896,43520,575.312,42.149,17.906,31.142,28593.923,512.0,18.65,29.1,0.0,0.010353283080555808,0.005,0.037662219802159905,-128.92289068060927,-221.4133902979083,-175.1681404892588,99.5,2,-110.2373356251046,-5.342404196737334,-58.389380163086265,12.580893834431967,1.5228462219238281,4.436964761643183,0.21447423,-5.5316753,0.107237116,2.7925699,3.9280865,1.7631627
-12.17833788483405,-121.77182159433141,-98.89679844179491,78.3225806451613,31,2560,False,46080,576,18,b0f32128641a4cb7a78b1004e2329954,2020-02-03_23-45-09,1580791509,1.3016958236694336,25.299516916275024,17906,gammaumd8,10.70.51.95,25.299516916275024,46080,18,8,0071747e,0,-107.31016955710948,3.509870928712189,-32.96559948059831,14.10337679765138,1.844088986738006,2.588404173776558,0.020000000000000018,0.020000000000000018,36,17920,46080,578.209,39.141,15.945,29.779,32109.6,512.0,19.15,29.15,0.0,0.010353283080555808,0.01,0.037662219802159905,-128.21448981575668,-130.60964191216044,-129.41206586395856,89.5,2,-110.77586297954744,-8.94627574342303,-43.13735528798619,12.73896537437571,1.4852792746467987,4.377514845772185,19.266603,-5.600049,9.633301,2.8593376,3.8498576,1.698583
-7.694555815542117,-117.25629399227913,-100.15995589121052,75.51724137931035,29,2560,False,48640,605,19,b0f32128641a4cb7a78b1004e2329954,2020-02-03_23-45-11,1580791511,1.3488900661468506,26.648406982421875,17906,gammaumd8,10.70.51.95,26.648406982421875,48640,19,8,0071747e,0,-107.08866687584668,3.624736802885309,-33.38665196373684,14.056799867565962,1.8345898379283039,2.5935327306148754,0.020000000000000018,0.020000000000000018,38,18944,48640,568.46,40.291,16.598,31.276,30846.938,512.0,16.0,29.3,0.0,0.010353283080555808,0.0075,0.037662219802159905,-121.6917709882837,-236.24683460523374,-178.9693027967587,83.5,2,-112.40808557160199,-5.949234439913809,-59.65643426558625,12.749387667729305,1.516401967077351,4.346037389442674,19.538172,-5.603087,9.769085,2.8510208,3.804008,1.7096689
0.6738370230887085,-217.69156641047448,-101.67070568961825,86.15151515151516,33,2560,False,51200,638,20,b0f32128641a4cb7a78b1004e2329954,2020-02-03_23-45-13,1580791513,1.3206019401550293,27.969008922576904,17906,gammaumd8,10.70.51.95,27.969008922576904,51200,20,8,0071747e,0,-112.25057095708326,3.482271512194224,-33.89023522987275,14.142470178866422,1.8519116634994794,2.560239732412043,0.020000000000000018,0.020000000000000018,40,19968,51200,560.237,40.271,16.795,29.778,30485.539,512.0,26.75,29.5,0.0,0.010353283080555808,0.005,0.037662219802159905,-121.11155221960507,-124.54140034061857,-122.82647628011182,91.5,2,-108.40561410652784,-5.428682259594403,-40.94215876003728,12.742020795199013,1.5403295235451973,4.336765947231211,58.87842,-5.5609856,29.439213,2.8235075,3.7209713,1.7113628
0.7494512984994799,-122.88074990361929,-96.19430663908133,87.13888888888889,36,2560,False,53760,674,21,b0f32128641a4cb7a78b1004e2329954,2020-02-03_23-45-15,1580791515,1.4787790775299072,29.44778800010681,17906,gammaumd8,10.70.51.95,29.44778800010681,53760,21,8,0071747e,0,-109.59126896993257,7.339877868692078,-32.06476887969378,14.123168130550319,1.8668646446416521,2.5782890136498002,0.020000000000000018,0.020000000000000018,42,20992,53760,573.436,43.672,16.396,29.902,31228.041,512.0,22.15,29.85,0.0,0.010353283080555808,0.005,0.037662219802159905,-122.24033359251918,-130.17061098711565,-126.20547228981741,94.0,2,-111.24139548861422,-5.201517738712333,-42.06849076327247,12.944091626299105,1.6153269666966383,4.37447850297137,38.546494,-5.4726014,19.273243,2.758577,3.607531,1.4929636
-5.979668905725717,-211.00558228604498,-110.95274411221357,70.3103448275862,29,2560,False,56320,703,22,b0f32128641a4cb7a78b1004e2329954,2020-02-03_23-45-17,1580791517,1.6079633235931396,31.05575132369995,17906,gammaumd8,10.70.51.95,31.05575132369995,56320,22,8,0071747e,0,-108.27323652865987,2.28808650188148,-36.98424803740452,14.280983387241111,1.8771396951855706,2.5537129722092637,0.020000000000000018,0.020000000000000018,44,22016,56320,583.091,43.824,16.489,43.132,31050.455,512.0,73.8,37.76666666666667,0.0,0.010353283080555808,0.0033333333333333335,0.037662219802159905,-121.19517316482961,-123.44288136740215,-122.31902726611588,96.5,2,-109.31013381512214,-5.873353387461975,-40.773009088705294,13.018053557191577,1.5982903894923983,4.381027604852404,19.380861,-5.397272,9.690432,2.6713114,3.716165,1.450867
-4.81097950576806,-292.6930898975115,-112.3941747202144,75.33333333333333,39,2560,False,58880,742,23,b0f32128641a4cb7a78b1004e2329954,2020-02-03_23-45-20,1580791520,1.4704930782318115,32.52624440193176,17906,gammaumd8,10.70.51.95,32.52624440193176,58880,23,8,0071747e,0,-112.07038691570051,2.8032296781117694,-37.464724906738134,14.246132330067553,1.8753678194846417,2.544848908759155,0.020000000000000018,0.020000000000000018,46,23040,58880,590.881,48.355,16.406,43.952,31208.118,512.0,20.125,44.575,0.0,0.010353283080555808,0.0125,0.04939195934295308,-106.11361756105909,-118.21718737529594,-112.16540246817752,93.0,2,-107.88499443690915,-0.19537710623505689,-37.388467489392504,13.063824057408498,1.5942381857461343,4.367799035810435,19.551853,-5.3532124,9.775927,2.6270201,3.3190188,1.4211546
-14.300993165234118,-118.24997906340289,-99.22388572002423,74.45454545454545,33,2560,False,61440,775,24,b0f32128641a4cb7a78b1004e2329954,2020-02-03_23-45-22,1580791522,1.773418664932251,34.299663066864014,17906,gammaumd8,10.70.51.95,34.299663066864014,61440,24,8,0071747e,0,-106.78561677349111,4.325199245630451,-33.07462857334142,14.408321783279728,1.9078682023266333,2.557140746450588,0.020000000000000018,0.020000000000000018,48,24064,61440,626.781,52.175,16.91,46.014,30278.574,512.0,37.333333333333336,46.9,0.0,0.010353283080555808,0.016666666666666666,0.06316362646338143,-94.76502390118549,-103.76444453373553,-99.2647342174605,107.5,2,-102.91368649496387,3.4389743431820534,-33.0882447391535,13.105282803628013,1.619560306082295,4.35571462628543,38.07174,-5.2396483,19.03587,2.5219312,3.4451685,1.3641822
-7.419701251434169,-118.74897738080473,-97.36342651314044,78.90625,32,2560,False,64000,807,25,b0f32128641a4cb7a78b1004e2329954,2020-02-03_23-45-24,1580791524,1.5951511859893799,35.894814252853394,17906,gammaumd8,10.70.51.95,35.894814252853394,64000,25,8,0071747e,0,-107.20728058360207,4.015048548268773,-32.45447550438015,14.575023847919603,1.9269202660013747,2.51615554332495,0.020000000000000018,0.020000000000000018,50,25088,64000,649.362,55.012,17.404,48.186,29419.196,512.0,44.099999999999994,49.4,0.0,0.010353283080555808,0.005,0.06316362646338143,-97.56764647527598,-114.79992798110473,-106.18378722819035,114.0,2,-106.94359013593447,0.9717175081993119,-35.394595742730125,13.307709764694234,1.6321753039855544,4.373089987256749,57.702625,-5.192636,28.85131,2.492538,3.3333163,1.3315037
-6.113387119723491,-116.14858838566579,-95.20515642055338,80.4054054054054,37,2560,False,66560,844,26,b0f32128641a4cb7a78b1004e2329954,2020-02-03_23-45-27,1580791527,1.5704987049102783,37.46531295776367,17906,gammaumd8,10.70.51.95,37.46531295776367,66560,26,8,0071747e,0,-108.1985106014957,3.9379728754671888,-31.73505214018446,14.664788098462411,1.9447754720452197,2.54209107147105,0.020000000000000018,0.020000000000000018,52,26112,66560,658.434,52.665,17.173,50.011,29813.739,512.0,41.666666666666664,50.23333333333333,0.0,0.010353283080555808,0.0033333333333333335,0.06316362646338143,-111.88014122820461,-123.30954074859619,-117.59484098840039,114.5,2,-109.02483341516927,-2.0843824093850998,-39.1982803294668,13.369250083854958,1.6357913975831642,4.381864537960741,96.76184,-5.2100167,48.380924,2.4814844,3.1725173,1.3249753
-88.21929799136709,-118.87940003559926,-106.60098176008765,68.48275862068965,29,2560,False,69120,873,27,b0f32128641a4cb7a78b1004e2329954,2020-02-03_23-45-29,1580791529,1.5423822402954102,39.00769519805908,17906,gammaumd8,10.70.51.95,39.00769519805908,69120,27,8,0071747e,0,-107.94429034894954,4.896304777047284,-35.53366058669589,14.656735567800304,1.9481788240873419,2.51451569609849,0.020000000000000018,0.020000000000000018,54,27136,69120,657.272,58.342,16.938,38.254,30228.367,512.0,34.525,51.12500000000001,0.0,0.010353283080555808,0.005,0.06425265450585353,-98.93328679236585,-107.39608143921942,-103.16468411579262,101.5,2,-104.75548138725571,1.4420165203822108,-34.38822803859754,13.367066632455854,1.6446997277179167,4.359499435519698,19.610447,-5.1583934,9.8052225,2.4326036,3.4523234,1.2737033
-2.2516270405612886,-109.86491632577965,-97.17517471499741,83.80645161290323,31,2560,False,71680,904,28,b0f32128641a4cb7a78b1004e2329954,2020-02-03_23-45-32,1580791532,1.5429935455322266,40.55068874359131,17906,gammaumd8,10.70.51.95,40.55068874359131,71680,28,8,0071747e,0,-106.17022719203185,4.590163668539994,-32.39172490499915,14.709294091018549,1.965697997011064,2.5251823371614326,0.020000000000000018,0.020000000000000018,56,28160,71680,671.371,54.979,17.027,39.076,30070.611,512.0,33.25,51.849999999999994,0.0,0.010353283080555808,0.015,0.06987929939195935,-107.98554711812176,-121.16064897342585,-114.5730980457738,123.5,2,-108.60367832612246,-1.2948226721491665,-38.191032681924604,13.425510188183152,1.6525061733751412,4.378742195037474,19.35043,-5.1229286,9.675213,2.4019055,3.0624716,1.1757638
-22.496067248983323,-116.87311592651531,-101.94147591977831,75.2258064516129,31,2560,False,74240,935,29,b0f32128641a4cb7a78b1004e2329954,2020-02-03_23-45-34,1580791534,1.5855629444122314,42.13625168800354,17906,gammaumd8,10.70.51.95,42.13625168800354,74240,29,8,0071747e,0,-106.79792969417758,3.1120229772447274,-33.98049197325943,14.867156673619105,1.9695055772601662,2.501282395580161,0.020000000000000018,0.020000000000000018,58,29184,74240,661.471,48.431,16.478,37.536,31071.84,512.0,37.76666666666667,52.13333333333333,0.0,0.010353283080555808,0.01,0.07133133678192213,-105.68310704315083,-107.67758310888897,-106.6803450760199,124.0,2,-104.75165465070556,0.22879714107450866,-35.56011502533997,13.493326402479603,1.6997385134894727,4.344376001489876,57.751175,-5.0843134,28.875587,2.3735816,3.0881584,1.2607015
1.0647716543171413,-118.10781843680888,-96.60073492234307,80.97142857142858,35,2560,False,76800,970,30,b0f32128641a4cb7a78b1004e2329954,2020-02-03_23-45-36,1580791536,1.5328881740570068,43.66913986206055,17906,gammaumd8,10.70.51.95,43.66913986206055,76800,30,8,0071747e,0,-107.25173406791873,4.841567952108257,-32.20024497411436,14.818723156092863,1.9806053971115554,2.471528859261569,0.020000000000000018,0.020000000000000018,60,30208,76800,652.335,52.406,15.324,36.858,33411.545,512.0,36.825,52.22500000000001,0.0,0.010353283080555808,0.0075,0.07133133678192213,-109.04454976599666,-113.79664697288536,-111.42059836944101,105.5,2,-106.60534957873945,-0.6690969067470505,-37.14019945648034,13.497001117037744,1.7248674766304566,4.3409485177895455,58.794216,-5.156172,29.39711,2.4474397,3.1983824,1.2191362
3.7344887752551443,-113.72176350839433,-89.95851738152739,93.34615384615384,26,2560,False,79360,996,31,b0f32128641a4cb7a78b1004e2329954,2020-02-03_23-45-38,1580791538,1.4021093845367432,45.07124924659729,17906,gammaumd8,10.70.51.95,45.07124924659729,79360,31,8,0071747e,0,-105.99661544640549,5.875926181208342,-29.98617246050915,14.969573626550467,1.9852417619142797,2.5155915586206374,0.020000000000000018,0.020000000000000018,62,31232,79360,637.32,52.331,15.204,36.267,33674.819,512.0,39.3,52.4,0.0,0.010353283080555808,0.005,0.07133133678192213,-97.8315087936353,-109.46486278786324,-103.64818579074927,95.0,2,-105.54144847556017,2.000531276610367,-34.549395263583094,13.594013634727512,1.729671351253726,4.327209495561092,19.945024,-5.1279044,9.972513,2.4123683,3.3601184,1.2563858
