episode,reward
51936,-103.8071753061449
52032,-101.59842659616945
52128,-102.53812915198677
52224,-100.72669867828273
52320,-104.39905144782361
52416,-99.9867640704227
52512,-99.94516483881438
52608,-102.71665451632495
52704,-101.67116414988894
52800,-106.26122000634498
52896,-101.84709767473694
52992,-100.40317470270877
53088,-101.90385219478065
53184,-103.65896198136281
53280,-104.17645368825396
53376,-99.58538039536336
53472,-101.5351854187297
53568,-103.20075352672332
53664,-101.16641257279585
53760,-100.81409563709873
53856,-100.96389867887125
53952,-101.75257927111181
54048,-99.12105250219619
54144,-100.71301896382647
54240,-102.31348627437552
54336,-102.21442848346001
54432,-101.20382113464683
54528,-101.53688504438784
54624,-103.35660892482866
54720,-100.46254991378615
54816,-101.53796272640466
54912,-100.42635420402328
55008,-101.72984647453036
55104,-102.62996916993629
55200,-102.36175961128527
55296,-101.51125203329012
55392,-101.4827751073196
55488,-102.44658831867781
55584,-99.64377887597465
55680,-101.9163353296658
55776,-104.49152007227723
55872,-102.05649105938934
55968,-102.72076200456836
56064,-103.96550983139954
56160,-101.18089052623691
56256,-103.08258815034779
56352,-103.97119675643145
56448,-100.89256419626338
56544,-101.51855260302244
56640,-102.08370989035572
56736,-98.94902326982506
56832,-107.01035518804814
56928,-105.83640242609066
57024,-98.80634254258156
57120,-102.31973590641189
57216,-107.86532615459882
57312,-107.11297880486154
57408,-101.72048484189398
57504,-102.5504404267668
57600,-105.82485620895507
57696,-105.19541817574168
57792,-103.24651936274125
57888,-106.47254162667505
57984,-100.8942557219463
58080,-103.77240653800979
58176,-106.16948328281879
58272,-103.495855228495
58368,-101.42006152647801
58464,-104.29526784442231
58560,-103.01467164685887
58656,-105.70413151215922
58752,-100.32112850835972
58848,-100.95068951166473
58944,-103.85512170969508
59040,-103.82746233766002
59136,-102.80135202392037
59232,-106.052718501293
59328,-102.33298522361375
59424,-103.45145530031695
59520,-103.09047403641054
59616,-101.63055454186681
59712,-103.24311242570536
59808,-101.07416971195677
59904,-100.63159768580101
