episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,timesteps_this_iter,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,num_healthy_workers,trial_id,experiment_tag,info/num_steps_trained,info/num_steps_sampled,info/sample_time_ms,info/grad_time_ms,info/update_time_ms,info/opt_peak_throughput,info/sample_peak_throughput,info/opt_samples,perf/cpu_util_percent,perf/ram_util_percent,perf/gpu_util_percent0,perf/vram_util_percent0,info/learner/policy_0/cur_lr,info/learner/policy_0/policy_loss,info/learner/policy_0/policy_entropy,info/learner/policy_0/var_gnorm,info/learner/policy_0/vf_loss,info/learner/policy_0/grad_gnorm,info/learner/policy_0/vf_explained_var
336.26999999999725,55.159999999999705,175.91869999999977,501.0,0,7680,False,222720,384,32,3c36ea12753340b7a8ba4f488552d79a,2020-02-03_17-53-47,1580770427,12.236095905303955,354.04358434677124,26287,Prophet,10.72.12.27,354.04358434677124,222720,32,8,2e7e422a,0,222720,222720,1836.526,12.951,13.527,98837.035,696.968,1280.0,97.14285714285714,50.550000000000004,0.058571428571428594,0.5512600452523991,0.0006924736080691218,-570.5679,15361.125,25.047194,8494.821,40.000004,0.15155083
323.21999999999787,38.57000000000021,176.16859999999974,501.0,64,7680,False,230400,448,33,3c36ea12753340b7a8ba4f488552d79a,2020-02-03_17-53-58,1580770438,10.589518547058105,364.63310289382935,26287,Prophet,10.72.12.27,364.63310289382935,230400,33,8,2e7e422a,0,230400,230400,1968.272,12.761,13.558,100307.143,650.317,1280.0,93.91428571428571,50.6857142857143,0.07928571428571429,0.5513380666302565,0.0006922048050910234,2127.4087,15375.152,25.03955,13331.594,40.0,0.16505432
323.21999999999787,38.57000000000021,176.1685999999997,501.0,0,6400,False,236800,448,34,3c36ea12753340b7a8ba4f488552d79a,2020-02-03_17-54-09,1580770449,11.543919324874878,376.1770222187042,26287,Prophet,10.72.12.27,376.1770222187042,236800,34,8,2e7e422a,0,236800,236800,2006.597,10.149,7.675,126124.033,637.896,1280.0,97.52307692307691,50.599999999999994,0.029230769230769234,0.5513380666302565,0.000691936002112925,820.0773,15537.455,25.058989,8673.609,40.0,0.13807184
323.21999999999787,38.57000000000021,176.1685999999997,501.0,0,7680,False,244480,448,35,3c36ea12753340b7a8ba4f488552d79a,2020-02-03_17-54-21,1580770461,11.652497053146362,387.8295192718506,26287,Prophet,10.72.12.27,387.8295192718506,244480,35,8,2e7e422a,0,244480,244480,2116.342,11.181,9.313,114475.559,604.817,1280.0,95.6,55.14999999999999,0.12357142857142857,0.5740617929312631,0.00069171201903373,1492.4409,15466.18,25.141819,11414.948,40.0,0.12927401
323.21999999999787,38.57000000000021,176.1685999999997,501.0,0,6400,False,250880,448,36,3c36ea12753340b7a8ba4f488552d79a,2020-02-03_17-54-32,1580770472,10.645121335983276,398.47464060783386,26287,Prophet,10.72.12.27,398.47464060783386,250880,36,8,2e7e422a,0,250880,250880,1895.04,9.647,12.972,132688.493,675.447,1280.0,98.05384615384615,53.38461538461539,0.05384615384615385,0.5803960285118122,0.0006914432160556316,-2647.497,15225.8,25.212912,7685.3745,40.0,0.1995452
308.33999999999816,38.57000000000021,175.3998999999996,501.0,64,7680,False,258560,512,37,3c36ea12753340b7a8ba4f488552d79a,2020-02-03_17-54-42,1580770482,10.182580709457397,408.65722131729126,26287,Prophet,10.72.12.27,408.65722131729126,258560,37,8,2e7e422a,0,258560,258560,1879.954,9.523,11.515,134411.28,680.868,1280.0,96.05000000000001,50.73333333333333,0.059166666666666666,0.551156016748589,0.0006912191747687757,-903.9447,14068.385,25.221561,7420.6934,39.999996,0.24927408
308.33999999999816,38.57000000000021,175.39989999999966,501.0,0,6400,False,264960,512,38,3c36ea12753340b7a8ba4f488552d79a,2020-02-03_17-54-52,1580770492,10.57216763496399,419.22938895225525,26287,Prophet,10.72.12.27,419.22938895225525,264960,38,8,2e7e422a,0,264960,264960,1857.749,10.228,8.602,125146.777,689.006,1280.0,95.6923076923077,50.67692307692308,0.05692307692307693,0.551156016748589,0.0006909503717906773,4524.764,15423.536,25.199972,20064.66,40.0,0.22116292
308.33999999999816,38.57000000000021,175.39989999999966,501.0,0,7680,False,272640,512,39,3c36ea12753340b7a8ba4f488552d79a,2020-02-03_17-55-03,1580770503,10.965106010437012,430.19449496269226,26287,Prophet,10.72.12.27,430.19449496269226,272640,39,8,2e7e422a,0,272640,272640,1950.853,10.494,10.397,121970.377,656.123,1280.0,95.67142857142858,50.71428571428571,0.05071428571428571,0.551156016748589,0.0006907263887114823,661.8246,15380.186,25.254656,11015.035,40.0,0.16814488
308.33999999999816,38.57000000000021,175.39989999999966,501.0,0,7680,False,280320,512,40,3c36ea12753340b7a8ba4f488552d79a,2020-02-03_17-55-14,1580770514,10.554818391799927,440.7493133544922,26287,Prophet,10.72.12.27,440.7493133544922,280320,40,8,2e7e422a,0,280320,280320,1642.318,10.824,8.785,118250.379,779.386,1280.0,96.44166666666665,50.70833333333334,0.06166666666666667,0.551156016748589,0.0006904575857333839,-2293.1123,15501.973,25.31994,7597.546,40.0,0.18842036
308.33999999999816,38.57000000000021,175.39989999999966,501.0,0,7680,False,288000,512,41,3c36ea12753340b7a8ba4f488552d79a,2020-02-03_17-55-25,1580770525,10.93385934829712,451.6831727027893,26287,Prophet,10.72.12.27,451.6831727027893,288000,41,8,2e7e422a,0,288000,288000,1803.024,10.796,15.276,118560.09,709.919,1280.0,96.02857142857144,50.771428571428565,0.054285714285714284,0.5523913552313334,0.0006901887827552855,-1889.8246,15735.814,25.322165,6447.812,40.000004,0.18407601
303.5799999999977,46.28999999999976,181.39339999999956,501.0,64,6400,False,294400,576,42,3c36ea12753340b7a8ba4f488552d79a,2020-02-03_17-55-36,1580770536,11.14798903465271,462.831161737442,26287,Prophet,10.72.12.27,462.831161737442,294400,42,8,2e7e422a,0,294400,294400,1927.346,12.425,17.34,103014.802,664.126,1280.0,95.77692307692308,50.838461538461544,0.08307692307692308,0.5531585654469325,0.0006899199797771871,5304.6777,15746.916,25.31823,18317.262,39.999996,0.09537637
303.5799999999977,46.28999999999976,181.3933999999995,501.0,0,7680,False,302080,576,43,3c36ea12753340b7a8ba4f488552d79a,2020-02-03_17-55-47,1580770547,11.036965608596802,473.8681273460388,26287,Prophet,10.72.12.27,473.8681273460388,302080,43,8,2e7e422a,0,302080,302080,2028.656,11.989,14.866,106767.105,630.96,1280.0,97.0230769230769,50.8076923076923,0.05615384615384615,0.5513870800599365,0.0006896959966979921,3718.9512,15899.402,25.357866,12983.7,40.0,0.14145136
303.5799999999977,46.28999999999976,181.3933999999995,501.0,0,7680,False,309760,576,44,3c36ea12753340b7a8ba4f488552d79a,2020-02-03_17-55-58,1580770558,10.79200530052185,484.66013264656067,26287,Prophet,10.72.12.27,484.66013264656067,309760,44,8,2e7e422a,0,309760,309760,1734.29,9.08,8.213,140970.571,738.054,1280.0,95.39230769230768,50.87692307692306,0.07,0.5507919169852541,0.0006894271937198937,-2634.5808,15712.391,25.432999,7803.2305,40.0,0.11607474
303.5799999999977,46.28999999999976,181.3933999999995,501.0,0,7680,False,317440,576,45,3c36ea12753340b7a8ba4f488552d79a,2020-02-03_17-56-09,1580770569,10.708376169204712,495.3685088157654,26287,Prophet,10.72.12.27,495.3685088157654,317440,45,8,2e7e422a,0,317440,317440,1797.678,10.017,15.186,127781.684,712.03,1280.0,95.6923076923077,50.87692307692308,0.053076923076923084,0.557317705051184,0.0006891583907417953,-1666.9753,15559.854,25.468407,8608.701,39.999996,0.18827182
304.8399999999983,76.69999999999983,184.54579999999947,501.0,64,7680,False,325120,640,46,3c36ea12753340b7a8ba4f488552d79a,2020-02-03_17-56-20,1580770580,11.145576477050781,506.51408529281616,26287,Prophet,10.72.12.27,506.51408529281616,325120,46,8,2e7e422a,0,325120,325120,1694.952,8.631,9.883,148307.291,755.184,1280.0,96.5857142857143,50.914285714285725,0.07214285714285715,0.5552391355231333,0.0006888895877636969,2272.7952,14972.984,25.445261,17809.379,40.0,0.22233671
304.8399999999983,76.69999999999983,184.54579999999953,501.0,0,6400,False,331520,640,47,3c36ea12753340b7a8ba4f488552d79a,2020-02-03_17-56-30,1580770590,10.170089721679688,516.6841750144958,26287,Prophet,10.72.12.27,516.6841750144958,331520,47,8,2e7e422a,0,331520,331520,1962.284,10.853,9.524,117938.914,652.301,1280.0,97.61666666666667,50.81666666666666,0.04083333333333333,0.5548880393227744,0.0006886207847855985,2863.1365,15652.508,25.452044,13020.091,40.0,0.14518511
304.8399999999983,76.69999999999983,184.54579999999953,501.0,0,7680,False,339200,640,48,3c36ea12753340b7a8ba4f488552d79a,2020-02-03_17-56-40,1580770600,10.29673457145691,526.9809095859528,26287,Prophet,10.72.12.27,526.9809095859528,339200,48,8,2e7e422a,0,339200,339200,1814.964,10.714,8.74,119467.388,705.248,1280.0,94.11538461538461,50.94615384615384,0.08,0.5550140738562366,0.0006883968017064035,-1695.7015,15334.05,25.527456,8467.332,40.0,0.1709798
304.8399999999983,76.69999999999983,184.54579999999953,501.0,0,7680,False,346880,640,49,3c36ea12753340b7a8ba4f488552d79a,2020-02-03_17-56-52,1580770612,11.381712436676025,538.3626220226288,26287,Prophet,10.72.12.27,538.3626220226288,346880,49,8,2e7e422a,0,346880,346880,1825.409,10.693,11.273,119705.795,701.213,1280.0,97.37692307692308,50.861538461538466,0.02923076923076923,0.5548880393227744,0.0006881279987283051,-1486.6678,15256.234,25.57837,8178.704,40.0,0.22783387
299.12999999999863,69.93000000000033,191.0644999999996,501.0,64,8960,False,355840,704,50,3c36ea12753340b7a8ba4f488552d79a,2020-02-03_17-57-05,1580770625,12.6403067111969,551.0029287338257,26287,Prophet,10.72.12.27,551.0029287338257,355840,50,8,2e7e422a,0,355840,355840,1707.729,9.597,7.41,133376.456,749.534,1280.0,96.20625,50.9375,0.065,0.5548880393227744,0.0006878591957502067,96.60889,14561.91,25.589024,13263.65,39.999996,0.18916565
