0.000000000000000000e+00,2.500000000000000000e+00
4.019292604501607968e+01,2.568047337278105857e+00
8.038585209003215937e+01,2.636094674556213491e+00
1.205787781350482391e+02,2.704142011834319348e+00
1.607717041800643187e+02,2.738165680473372277e+00
2.009646302250803842e+02,2.806213017751479910e+00
2.411575562700964781e+02,2.874260355029585767e+00
2.813504823151125720e+02,2.942307692307691624e+00
3.215434083601286375e+02,2.976331360946746329e+00
3.617363344051447029e+02,3.044378698224852187e+00
4.019292604501607684e+02,3.112426035502958044e+00
4.421221864951768907e+02,3.146449704142010972e+00
4.823151125401929562e+02,3.214497041420118606e+00
5.225080385852090785e+02,3.282544378698224463e+00
5.627009646302251440e+02,3.350591715976332097e+00
6.028938906752412095e+02,3.384615384615385025e+00
6.430868167202572749e+02,3.452662721893490883e+00
6.832797427652733404e+02,3.520710059171598516e+00
7.234726688102894059e+02,3.588757396449704373e+00
7.636655948553054714e+02,3.622781065088757302e+00
8.038585209003215368e+02,3.690828402366863159e+00
8.440514469453377160e+02,3.758875739644970793e+00
8.842443729903537815e+02,3.826923076923076650e+00
9.244372990353698469e+02,3.860946745562129578e+00
9.646302250803859124e+02,3.826923076923076650e+00
1.004823151125401978e+03,3.792899408284023721e+00
1.045016077170418157e+03,3.792899408284023721e+00
1.085209003215434223e+03,3.758875739644970793e+00
1.125401929260450288e+03,3.724852071005917864e+00
1.165594855305466353e+03,3.690828402366863159e+00
1.205787781350482419e+03,3.690828402366863159e+00
1.245980707395498484e+03,3.656804733727810230e+00
1.286173633440514550e+03,3.588757396449704373e+00
1.326366559485530615e+03,3.452662721893490883e+00
1.366559485530546681e+03,3.350591715976332097e+00
1.406752411575562746e+03,3.214497041420118606e+00
1.446945337620578812e+03,3.078402366863905115e+00
1.487138263665594877e+03,3.078402366863905115e+00
1.527331189710610943e+03,3.112426035502958044e+00
1.567524115755627008e+03,3.180473372781065677e+00
1.607717041800643074e+03,3.214497041420118606e+00
1.647909967845659367e+03,3.248520710059171535e+00
1.688102893890675432e+03,3.282544378698224463e+00
1.728295819935691497e+03,3.316568047337277392e+00
1.768488745980707563e+03,3.384615384615385025e+00
1.808681672025723628e+03,3.418639053254437954e+00
1.848874598070739694e+03,3.486686390532543811e+00
1.889067524115755759e+03,3.622781065088757302e+00
1.929260450160771825e+03,3.758875739644970793e+00
1.969453376205787890e+03,3.894970414201184283e+00
2.009646302250803956e+03,4.031065088757395998e+00
2.049839228295820249e+03,4.201183431952662417e+00
2.090032154340836314e+03,4.371301775147928836e+00
2.130225080385852380e+03,4.507396449704142327e+00
2.170418006430868445e+03,4.677514792899408747e+00
2.210610932475884510e+03,4.779585798816567532e+00
2.250803858520900576e+03,4.779585798816567532e+00
2.290996784565916641e+03,4.779585798816567532e+00
2.331189710610932707e+03,4.779585798816567532e+00
2.371382636655948772e+03,4.779585798816567532e+00
2.411575562700964838e+03,4.779585798816567532e+00
2.451768488745980903e+03,4.779585798816567532e+00
2.491961414790996969e+03,4.779585798816567532e+00
2.532154340836013034e+03,4.711538461538461675e+00
2.572347266881029100e+03,4.609467455621301113e+00
2.612540192926045165e+03,4.541420118343195256e+00
2.652733118971061231e+03,4.439349112426034694e+00
2.692926045016077296e+03,4.337278106508875908e+00
2.733118971061093362e+03,4.235207100591715346e+00
2.773311897106109427e+03,4.133136094674556560e+00
2.813504823151125493e+03,4.065088757396448926e+00
2.853697749196141558e+03,3.963017751479290141e+00
2.893890675241157624e+03,3.997041420118343069e+00
2.934083601286173689e+03,4.065088757396448926e+00
2.974276527331189754e+03,4.133136094674556560e+00
3.014469453376205820e+03,4.201183431952662417e+00
3.054662379421221885e+03,4.269230769230770051e+00
3.094855305466237951e+03,4.405325443786981765e+00
3.135048231511254016e+03,4.609467455621301113e+00
3.175241157556270082e+03,4.813609467455620461e+00
3.215434083601286147e+03,4.983727810650886880e+00
3.255627009646302668e+03,5.051775147928994514e+00
3.295819935691318733e+03,5.119822485207100371e+00
3.336012861736334798e+03,5.221893491124260933e+00
3.376205787781350864e+03,5.289940828402366790e+00
3.416398713826366929e+03,5.392011834319527352e+00
3.456591639871382995e+03,5.460059171597633210e+00
3.496784565916399060e+03,5.528106508875739067e+00
3.536977491961415126e+03,5.596153846153846700e+00
3.577170418006431191e+03,5.426035502958580281e+00
3.617363344051447257e+03,5.153846153846153300e+00
3.657556270096463322e+03,4.915680473372781023e+00
3.697749196141479388e+03,4.779585798816567532e+00
3.737942122186495453e+03,4.609467455621301113e+00
3.778135048231511519e+03,4.473372781065089399e+00
3.818327974276527584e+03,4.303254437869822979e+00
3.858520900321543650e+03,4.133136094674556560e+00
3.898713826366559715e+03,3.997041420118343069e+00
3.938906752411575781e+03,3.826923076923076650e+00
3.979099678456591846e+03,3.724852071005917864e+00
