episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,timesteps_this_iter,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,num_healthy_workers,trial_id,experiment_tag,info/num_steps_trained,info/num_steps_sampled,info/num_weight_syncs,info/num_steps_replayed,info/sample_throughput,info/train_throughput,perf/cpu_util_percent,perf/ram_util_percent,perf/gpu_util_percent0,perf/vram_util_percent0,info/timing_breakdown/optimizer_step_time_ms,info/timing_breakdown/learner_grad_time_ms,info/timing_breakdown/learner_load_time_ms,info/timing_breakdown/learner_load_wait_time_ms,info/timing_breakdown/learner_dequeue_time_ms,info/learner_queue/size_count,info/learner_queue/size_mean,info/learner_queue/size_std,info/learner_queue/size_quantiles,info/learner/policy_0/cur_lr,info/learner/policy_0/policy_loss,info/learner/policy_0/entropy,info/learner/policy_0/entropy_coeff,info/learner/policy_0/var_gnorm,info/learner/policy_0/vf_loss,info/learner/policy_0/vf_explained_var,info/learner/policy_0/grad_gnorm
nan,nan,nan,nan,0,6400,False,6400,0,1,471bdd76c3914a8183d73cba182dfffb,2020-02-04_22-11-08,1580872268,12.112572431564331,12.112572431564331,108751,Prophet,10.72.12.27,12.112572431564331,6400,1,8,1b50a94c,0,6400,6400,41,0,517.759,517.759,53.726666666666674,21.253333333333337,0.016,0.34915346805024583,149.635,143.255,nan,nan,883.868,10,0.1,0.30000000000000004,"[0.0, 0.0, 0.0, 0.09999999999999964, 1.0]",0.0005000000237487257,28967.623,7806.1016,0.009999999776482582,23.953583,55884.195,0.0032694936,40.000004
nan,nan,nan,nan,0,12800,False,19200,0,2,471bdd76c3914a8183d73cba182dfffb,2020-02-04_22-11-20,1580872280,11.870850563049316,23.983422994613647,108751,Prophet,10.72.12.27,23.983422994613647,19200,2,8,1b50a94c,0,19200,19200,123,0,1068.642,1068.642,57.24285714285714,22.128571428571426,0.018571428571428576,0.3449520168526176,161.98,86.521,nan,nan,482.474,30,0.03333333333333333,0.1795054935711501,"[0.0, 0.0, 0.0, 0.0, 1.0]",0.0004998400108888745,27987.531,7709.38,0.009999999776482582,24.364658,56703.24,0.03175628,40.000004
157.2900000000015,19.730000000000047,70.9934375000004,501.0,64,14080,False,33280,64,3,471bdd76c3914a8183d73cba182dfffb,2020-02-04_22-11-32,1580872292,12.0125892162323,35.99601221084595,108751,Prophet,10.72.12.27,35.99601221084595,33280,3,8,1b50a94c,0,33280,33280,209,0,1169.199,1169.199,58.221428571428575,22.207142857142856,0.02785714285714286,0.33822267301240544,140.823,114.92,nan,nan,408.311,52,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0004995199851691723,-16105.876,14547.814,0.009999999776482582,25.33111,65502.4,0.42001235,40.0
157.2900000000015,19.730000000000047,70.9934375000004,501.0,0,15360,False,48640,64,4,471bdd76c3914a8183d73cba182dfffb,2020-02-04_22-11-43,1580872303,11.607714653015137,47.603726863861084,108751,Prophet,10.72.12.27,47.603726863861084,48640,4,8,1b50a94c,0,48640,48640,305,0,1316.893,1316.893,61.03076923076924,22.361538461538462,0.03384615384615385,0.3428909521208811,137.894,112.706,nan,nan,350.221,76,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0004991680034436285,-769.5915,4673.667,0.009999999776482582,26.304607,1375.6901,0.9586718,40.0
157.2900000000015,12.329999999999842,44.50880000000032,501.0,64,15360,False,64000,128,5,471bdd76c3914a8183d73cba182dfffb,2020-02-04_22-11-56,1580872316,12.342031240463257,59.94575810432434,108751,Prophet,10.72.12.27,59.94575810432434,64000,5,8,1b50a94c,0,63360,64000,400,0,1241.804,1190.062,62.657142857142865,22.550000000000004,0.06214285714285715,0.3428909521208811,146.846,90.073,nan,nan,397.988,100,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0004987840075045824,-1274.696,1655.0784,0.009999999776482582,26.154716,188596.56,0.73654985,40.0
157.2900000000015,12.329999999999842,44.50880000000032,501.0,0,12800,False,76800,128,6,471bdd76c3914a8183d73cba182dfffb,2020-02-04_22-12-08,1580872328,12.04160475730896,71.9873628616333,108751,Prophet,10.72.12.27,71.9873628616333,76800,6,8,1b50a94c,0,76800,76800,481,0,1060.648,1113.68,56.48571428571429,22.457142857142856,0.03571428571428571,0.3428909521208811,178.539,74.806,nan,nan,479.473,120,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0004984000115655363,389.5841,151.55017,0.009999999776482582,26.5861,34550.43,0.6147412,40.0
157.2900000000015,12.329999999999842,44.50880000000032,501.0,0,12800,False,89600,128,7,471bdd76c3914a8183d73cba182dfffb,2020-02-04_22-12-20,1580872340,12.027605056762695,84.014967918396,108751,Prophet,10.72.12.27,84.014967918396,89600,7,8,1b50a94c,0,89600,89600,561,0,1061.78,1061.78,56.828571428571436,22.46428571428572,0.032857142857142856,0.3428909521208811,160.82,78.927,nan,nan,508.613,140,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.000498079985845834,23.753231,14.484228,0.009999999776482582,27.778395,24488.975,0.8240559,39.999996
168.5800000000007,13.589999999999772,29.019700000000366,501.0,64,12800,False,102400,192,8,471bdd76c3914a8183d73cba182dfffb,2020-02-04_22-12-32,1580872352,12.348407506942749,96.36337542533875,108751,Prophet,10.72.12.27,96.36337542533875,102400,8,8,1b50a94c,0,102400,102400,643,0,1034.475,1034.475,56.37999999999999,22.473333333333336,0.032,0.34289095212088117,152.663,94.566,nan,nan,481.786,160,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0004977600183337927,1.3231037,30.236126,0.009999999776482582,27.749695,26687.967,0.7978147,40.000008
168.5800000000007,13.589999999999772,29.01970000000038,501.0,0,13440,False,115840,192,9,471bdd76c3914a8183d73cba182dfffb,2020-02-04_22-12-45,1580872365,12.429049968719482,108.79242539405823,108751,Prophet,10.72.12.27,108.79242539405823,115840,9,8,1b50a94c,0,115200,115840,724,0,1079.03,1027.647,59.20714285714287,22.585714285714285,0.06857142857142857,0.3426178772983797,210.539,91.72,nan,nan,486.413,181,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0004974399926140904,0.4404826,23.708767,0.009999999776482582,28.412859,27029.088,0.80780786,39.999996
168.5800000000007,19.379999999999995,27.586000000000425,501.0,64,12800,False,128640,256,10,471bdd76c3914a8183d73cba182dfffb,2020-02-04_22-12-57,1580872377,12.150895595550537,120.94332098960876,108751,Prophet,10.72.12.27,120.94332098960876,128640,10,8,1b50a94c,0,128640,128640,805,0,1051.171,1103.729,54.233333333333334,22.466666666666665,0.028000000000000008,0.3423387341464895,164.745,62.268,nan,nan,507.573,201,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0004971040179952979,88.18384,335.36816,0.009999999776482582,28.391949,28661.346,0.7470145,40.0
