episode_reward_mean,training_iteration
101.26980000000037,243
102.89370000000035,244
103.25850000000032,245
101.88220000000041,246
93.89990000000043,247
87.54990000000045,248
82.52760000000043,249
80.26990000000045,250
74.48110000000047,251
70.83360000000047,252
65.13430000000048,253
66.79730000000052,254
66.97780000000053,255
68.25830000000053,256
65.69370000000053,257
65.90070000000057,258
62.279100000000454,259
62.02020000000051,260
61.579800000000525,261
60.6647000000005,262
60.1070000000005,263
56.16090000000053,264
54.76030000000048,265
52.28770000000041,266
51.856500000000416,267
51.740700000000444,268
48.93520000000038,269
47.42880000000039,270
45.447600000000364,271
43.17730000000033,272
43.47970000000035,273
41.9692000000003,274
43.589400000000296,275
42.19760000000028,276
43.76070000000024,277
45.52320000000027,278
45.9154000000003,279
45.739300000000284,280
47.70010000000028,281
51.19010000000033,282
53.09540000000031,283
57.51970000000029,284
59.32950000000032,285
59.554000000000315,286
61.39240000000028,287
61.6608000000003,288
61.76450000000033,289
65.00200000000034,290
65.28620000000032,291
65.07990000000031,292
66.8841000000003,293
67.32310000000031,294
67.40990000000029,295
65.90860000000033,296
63.54310000000032,297
63.75600000000031,298
61.497300000000294,299
59.11560000000028,300
56.86210000000028,301
56.044600000000244,302
54.37640000000029,303
54.66490000000031,304
53.82520000000031,305
49.41480000000028,306
48.30920000000028,307
46.75660000000023,308
46.54110000000023,309
46.39790000000019,310
44.45310000000018,311
43.51820000000021,312
42.36110000000018,313
42.66030000000018,314
41.362400000000214,315
39.031000000000205,316
38.6120000000002,317
37.042500000000175,318
37.47930000000021,319
35.5473000000002,320
35.273200000000195,321
34.11630000000018,322
34.32690000000022,323
34.562000000000246,324
36.42020000000029,325
36.03140000000031,326
36.573800000000304,327
36.510800000000295,328
35.73900000000029,329
35.71170000000027,330
37.144200000000296,331
36.12610000000029,332
36.05610000000033,333
36.19530000000034,334
36.52530000000033,335
36.1305000000003,336
35.35100000000027,337
36.26770000000031,338
35.963200000000285,339
36.62440000000028,340
37.72050000000027,341
37.5304000000003,342
36.97010000000032,343
36.93220000000031,344
36.58640000000031,345
36.63060000000033,346
36.394500000000335,347
36.16060000000039,348
36.922900000000446,349
35.63810000000039,350
35.829200000000384,351
36.25020000000041,352
35.311800000000424,353
35.389400000000435,354
36.11370000000044,355
35.464800000000444,356
35.90960000000043,357
36.23890000000043,358
36.00350000000041,359
36.33520000000042,360
36.14580000000039,361
35.69940000000036,362
34.776200000000365,363
34.55690000000035,364
34.71890000000032,365
34.3154000000003,366
34.159700000000306,367
33.199500000000285,368
32.946400000000274,369
33.18750000000023,370
33.32510000000022,371
32.30160000000021,372
32.6180000000002,373
32.84910000000021,374
33.18990000000023,375
33.08590000000021,376
32.8519000000002,377
31.97200000000019,378
31.452800000000202,379
31.725400000000203,380
31.946500000000228,381
31.412600000000253,382
31.41820000000025,383
31.667100000000243,384
32.19960000000024,385
32.26470000000027,386
32.763400000000246,387
31.931200000000246,388
31.745800000000244,389
32.80790000000023,390
33.02680000000025,391
33.10460000000027,392
33.46890000000026,393
33.99930000000029,394
34.626700000000305,395
34.727200000000295,396
34.5822000000003,397
34.35810000000029,398
33.9489000000003,399
33.89430000000029,400
34.2925000000003,401
34.1415000000003,402
34.85420000000028,403
35.202200000000246,404
34.66850000000022,405
34.965600000000194,406
35.008700000000196,407
36.41590000000022,408
36.62370000000022,409
37.18780000000024,410
37.331300000000255,411
38.09370000000024,412
38.22030000000026,413
38.700700000000246,414
38.52120000000027,415
38.88640000000028,416
38.95320000000026,417
39.74230000000026,418
38.77230000000024,419
38.386400000000265,420
36.62150000000028,421
36.38520000000027,422
35.543100000000244,423
35.598500000000264,424
34.39900000000027,425
34.15000000000027,426
34.4323000000003,427
34.49150000000032,428
34.42020000000032,429
34.46690000000036,430
34.41310000000035,431
34.346000000000316,432
34.69930000000031,433
34.599500000000305,434
35.46870000000028,435
35.945400000000284,436
35.92280000000028,437
35.99880000000026,438
35.90650000000026,439
35.80050000000021,440
36.42230000000026,441
35.87830000000025,442
35.197900000000224,443
36.33330000000025,444
35.88650000000026,445
35.72670000000025,446
35.65410000000025,447
37.25490000000028,448
37.902900000000265,449
37.59400000000027,450
38.683000000000305,451
39.54080000000025,452
39.446200000000275,453
40.26570000000019,454
40.044200000000195,455
41.052100000000195,456
41.339400000000175,457
42.51690000000017,458
43.107000000000205,459
43.62430000000017,460
42.13050000000019,461
42.89160000000019,462
42.50760000000018,463
45.258100000000155,464
46.84890000000019,465
46.46670000000018,466
46.43800000000021,467
47.10890000000026,468
48.89210000000028,469
49.67820000000028,470
47.945900000000236,471
48.578700000000225,472
48.271800000000205,473
49.00270000000019,474
49.06740000000019,475
50.117200000000174,476
45.592200000000204,477
46.28090000000026,478
47.020100000000205,479
46.63190000000022,480
45.77340000000023,481
43.97700000000023,482
44.74040000000022,483
44.84270000000028,484
43.94730000000027,485
43.99950000000026,486
42.54520000000031,487
40.901000000000316,488
40.22800000000032,489
40.48880000000032,490
39.605100000000334,491
38.76230000000033,492
38.13960000000031,493
37.72020000000027,494
36.968800000000286,495
36.87140000000027,496
39.27190000000026,497
40.05040000000025,498
41.0335000000002,499
41.33730000000016,500
41.39480000000016,501
41.50270000000019,502
40.3303000000002,503
40.83040000000019,504
41.72120000000022,505
42.49920000000023,506
43.345300000000236,507
44.16990000000024,508
45.09890000000024,509
43.093300000000255,510
44.09200000000022,511
46.065300000000214,512
46.849600000000216,513
46.336300000000186,514
47.600200000000186,515
50.61980000000015,516
52.36650000000016,517
53.83670000000019,518
53.284800000000224,519
54.253300000000216,520
52.727600000000194,521
52.581900000000196,522
52.591000000000214,523
51.92880000000026,524
50.38830000000027,525
51.37320000000031,526
51.87120000000031,527
51.024800000000326,528
48.83050000000036,529
49.41410000000035,530
45.872100000000316,531
46.190200000000296,532
47.3902000000003,533
46.06220000000031,534
47.903500000000314,535
48.70790000000033,536
49.754800000000316,537
50.1783000000003,538
49.249300000000275,539
48.11520000000024,540
48.940800000000245,541
48.37210000000025,542
48.315200000000296,543
48.46850000000026,544
46.804700000000295,545
46.74070000000029,546
44.103600000000306,547
41.32010000000027,548
40.92030000000028,549
41.70390000000027,550
39.619100000000294,551
38.352900000000275,552
37.52610000000025,553
35.30780000000028,554
36.830000000000254,555
35.51910000000023,556
35.02950000000026,557
35.09580000000025,558
35.51640000000026,559
35.33780000000026,560
35.49530000000024,561
33.907500000000226,562
32.66860000000023,563
32.390100000000245,564
32.530800000000234,565
33.032800000000236,566
32.62990000000023,567
31.841900000000273,568
32.304500000000296,569
33.42380000000028,570
32.87620000000029,571
33.85550000000031,572
34.95620000000033,573
36.847700000000394,574
37.81840000000041,575
37.93530000000041,576
39.639500000000446,577
40.33620000000046,578
39.92810000000043,579
41.827000000000425,580
42.10480000000044,581
42.59810000000041,582
42.99480000000037,583
43.82500000000037,584
44.009200000000384,585
44.79950000000039,586
45.61900000000035,587
45.42490000000034,588
45.3817000000003,589
46.3910000000003,590
47.13080000000036,591
47.51850000000038,592
46.43010000000034,593
47.29140000000036,594
46.44740000000034,595
48.104000000000354,596
49.82490000000042,597
50.47470000000043,598
48.91310000000035,599
48.154200000000344,600
48.20340000000032,601
47.81370000000035,602
45.38640000000029,603
46.24320000000025,604
47.46880000000029,605
45.96700000000028,606
44.46700000000033,607
44.21300000000036,608
41.64790000000029,609
41.27950000000032,610
39.970900000000285,611
41.45770000000026,612
42.26870000000029,613
42.40660000000026,614
43.598800000000274,615
44.24400000000031,616
44.62100000000035,617
47.058800000000375,618
48.63640000000038,619
49.316600000000335,620
49.90390000000034,621
50.647500000000335,622
51.34980000000035,623
51.48200000000036,624
51.2995000000004,625
52.08400000000051,626
52.26230000000054,627
51.19930000000051,628
50.384800000000496,629
49.78990000000045,630
49.6747000000004,631
51.2854000000004,632
50.79910000000041,633
50.753000000000455,634
49.37520000000044,635
49.87900000000049,636
51.33630000000049,637
49.93220000000039,638
48.670600000000356,639
49.06350000000037,640
48.726600000000325,641
48.75690000000037,642
48.26140000000043,643
47.01350000000044,644
45.242400000000444,645
45.06150000000042,646
45.479500000000414,647
44.0887000000004,648
42.01960000000041,649
41.69880000000041,650
41.279000000000444,651
40.40480000000044,652
39.78610000000043,653
39.26930000000041,654
38.610000000000404,655
37.95190000000037,656
37.06260000000037,657
36.96140000000038,658
36.1029000000004,659
36.56730000000038,660
36.57820000000036,661
36.199600000000345,662
34.60500000000034,663
34.15460000000033,664
34.441000000000315,665
33.375500000000336,666
33.49810000000034,667
32.00460000000031,668
31.60420000000031,669
31.845500000000325,670
31.73480000000031,671
31.506400000000305,672
30.813500000000317,673
31.049700000000353,674
31.496900000000373,675
30.95300000000038,676
30.908600000000362,677
30.814800000000393,678
30.524200000000402,679
30.810100000000403,680
30.700100000000415,681
30.944900000000416,682
32.683900000000406,683
33.24760000000039,684
33.98830000000038,685
34.28690000000035,686
34.00790000000031,687
34.02500000000033,688
35.292900000000344,689
36.19130000000039,690
37.708600000000345,691
38.6849000000003,692
40.159700000000264,693
42.73900000000024,694
41.08700000000027,695
41.240300000000246,696
41.780500000000295,697
42.92530000000031,698
43.84460000000033,699
45.24830000000032,700
44.86140000000027,701
46.84510000000029,702
47.054300000000346,703
48.590600000000414,704
49.828600000000506,705
51.143600000000504,706
50.80960000000056,707
54.489700000000575,708
55.13310000000061,709
53.86370000000057,710
53.315200000000544,711
51.877700000000544,712
50.98800000000055,713
49.93390000000061,714
48.17780000000056,715
47.0419000000005,716
46.27480000000049,717
42.766200000000445,718
41.06280000000042,719
40.118800000000384,720
38.350800000000326,721
38.05510000000032,722
37.651000000000316,723
37.0673000000003,724
36.99940000000029,725
37.21740000000027,726
37.13720000000027,727
38.25520000000027,728
39.155300000000295,729
40.55220000000029,730
42.90980000000034,731
42.151500000000354,732
42.44250000000037,733
42.21160000000039,734
43.692400000000404,735
43.850600000000405,736
43.15680000000045,737
44.87690000000043,738
44.77490000000045,739
43.605800000000414,740
43.18360000000043,741
42.53870000000042,742
41.60390000000042,743
41.2907000000004,744
40.1041000000004,745
40.53990000000038,746
41.091300000000395,747
39.870100000000406,748
39.72760000000037,749
39.94440000000035,750
38.73640000000038,751
37.60900000000036,752
38.204500000000365,753
38.04480000000038,754
38.95000000000036,755
38.00330000000029,756
37.47410000000029,757
38.3327000000003,758
38.38240000000033,759
37.52960000000032,760
39.56070000000032,761
42.02170000000033,762
43.439800000000325,763
46.58840000000035,764
47.64290000000032,765
49.90910000000039,766
51.52370000000042,767
54.027100000000466,768
55.21100000000054,769
59.77530000000057,770
59.601400000000574,771
61.35470000000062,772
61.65880000000062,773
62.14130000000065,774
62.42830000000062,775
65.0086000000007,776
62.136300000000695,777
61.76080000000064,778
62.07590000000059,779
58.73150000000052,780
58.1246000000005,781
57.35510000000045,782
54.24060000000042,783
53.22200000000035,784
52.57910000000035,785
49.969200000000356,786
48.39420000000037,787
46.914200000000356,788
43.528500000000314,789
43.815500000000284,790
43.45700000000033,791
42.66780000000031,792
44.89230000000033,793
44.53840000000036,794
45.22640000000038,795
48.74040000000039,796
50.24630000000044,797
52.53020000000045,798
52.58560000000041,799
55.71350000000043,800
60.05220000000037,801
64.20100000000033,802
67.85350000000041,803
72.64240000000045,804
78.07350000000041,805
80.88700000000044,806
83.27560000000048,807
84.9725000000005,808
83.18290000000046,809
82.93130000000048,810
83.96370000000044,811
83.71180000000044,812
81.8051000000005,813
80.49040000000058,814
77.33150000000056,815
73.10600000000056,816
67.6879000000006,817
63.986400000000565,818
59.707400000000554,819
57.56100000000057,820
55.06780000000056,821
54.471800000000506,822
55.62880000000051,823
55.59770000000049,824
53.22590000000053,825
50.36170000000045,826
46.72750000000044,827
44.42040000000042,828
43.981200000000484,829
42.30060000000046,830
40.840500000000446,831
38.77370000000048,832
38.27280000000051,833
37.67150000000047,834
36.657400000000465,835
33.26200000000049,836
33.86860000000049,837
35.51170000000048,838
37.51900000000051,839
38.764600000000584,840
46.37360000000055,841
53.91610000000056,842
62.54420000000051,843
69.6824000000005,844
76.58290000000048,845
87.34280000000044,846
93.06720000000045,847
101.55890000000032,848
103.85260000000041,849
106.79930000000033,850
108.08440000000033,851
112.56950000000035,852
110.45640000000031,853
108.34320000000031,854
103.42760000000033,855
98.02470000000034,856
90.52920000000036,857
81.32040000000038,858
73.04590000000034,859
64.2613000000004,860
60.036900000000394,861
54.8217000000004,862
52.444300000000446,863
47.75140000000039,864
44.24120000000037,865
40.15720000000036,866
36.476900000000356,867
34.27950000000035,868
32.014600000000364,869
31.740100000000375,870
31.2120000000004,871
31.019700000000398,872
38.12630000000042,873
44.3457000000005,874
51.32610000000045,875
57.95280000000049,876
63.62500000000046,877
73.42740000000038,878
82.36700000000036,879
88.91970000000042,880
92.14840000000041,881
93.4149000000004,882
94.72780000000036,883
97.34610000000035,884
95.44540000000033,885
91.77700000000029,886
89.78030000000024,887
83.35380000000033,888
78.36230000000027,889
72.65460000000041,890
64.69910000000044,891
56.81020000000041,892
53.67130000000036,893
54.23860000000035,894
55.59390000000036,895
54.42370000000039,896
54.39030000000045,897
52.31020000000047,898
52.77610000000052,899
51.64300000000048,900
52.49080000000045,901
52.675200000000395,902
52.88600000000043,903
54.959600000000435,904
55.64260000000044,905
55.500800000000474,906
54.88500000000044,907
52.79090000000045,908
54.09310000000045,909
54.59280000000037,910
54.10150000000031,911
53.627900000000324,912
53.30010000000035,913
53.43180000000033,914
52.871500000000296,915
52.1477000000003,916
52.359100000000325,917
53.52330000000036,918
54.03270000000036,919
54.16160000000037,920
53.46350000000034,921
51.54730000000038,922
51.0848000000004,923
49.60180000000034,924
49.30170000000033,925
49.30440000000032,926
48.40510000000036,927
48.688200000000386,928
48.77890000000038,929
47.55780000000039,930
46.08640000000037,931
44.50600000000041,932
45.65180000000038,933
47.27810000000038,934
48.266200000000396,935
47.276900000000396,936
46.74610000000045,937
47.947700000000495,938
47.36740000000049,939
46.89400000000047,940
45.87830000000047,941
46.147000000000446,942
46.33860000000043,943
45.39750000000042,944
44.286500000000416,945
43.31820000000046,946
43.256900000000456,947
43.77520000000044,948
44.59350000000041,949
43.10270000000037,950
42.85700000000037,951
42.78520000000039,952
45.43610000000046,953
47.931900000000425,954
50.25860000000046,955
52.318500000000476,956
55.64460000000053,957
57.33180000000052,958
58.97960000000054,959
59.79400000000055,960
59.54540000000056,961
61.18560000000063,962
63.20160000000068,963
65.60400000000071,964
64.40040000000062,965
62.08180000000062,966
62.24030000000071,967
60.14040000000068,968
56.711200000000616,969
56.473500000000705,970
55.860100000000685,971
53.94880000000064,972
52.80370000000061,973
51.48830000000063,974
49.525400000000566,975
48.04510000000051,976
45.68310000000051,977
45.71180000000054,978
43.68410000000047,979
43.38680000000042,980
43.468500000000425,981
42.14220000000035,982
40.17370000000032,983
40.1117000000003,984
41.222000000000314,985
41.66750000000033,986
41.82470000000032,987
41.893500000000316,988
44.0570000000003,989
44.294600000000294,990
44.05080000000025,991
44.41510000000032,992
44.971400000000365,993
44.95100000000035,994
48.90980000000038,995
50.014200000000386,996
50.77410000000045,997
52.92180000000041,998
53.61150000000041,999
53.917500000000445,1000
57.33470000000054,1001
57.56090000000054,1002
59.15800000000055,1003
59.75470000000054,1004
59.11030000000053,1005
59.94190000000055,1006
59.21100000000056,1007
58.14410000000049,1008
57.44070000000043,1009
57.37660000000044,1010
56.695300000000444,1011
54.283500000000416,1012
49.78080000000035,1013
47.90090000000031,1014
46.66150000000028,1015
46.60570000000026,1016
46.84020000000023,1017
46.92730000000016,1018
49.836000000000176,1019
51.226900000000214,1020
49.16180000000028,1021
50.173100000000304,1022
50.60730000000032,1023
52.90970000000034,1024
54.08730000000033,1025
54.8152000000003,1026
55.94460000000032,1027
54.89810000000032,1028
55.38650000000032,1029
56.258600000000335,1030
53.2821000000004,1031
52.509400000000376,1032
51.50300000000038,1033
52.416300000000355,1034
50.64120000000034,1035
48.39910000000028,1036
49.64070000000032,1037
48.86740000000035,1038
48.63680000000039,1039
50.60670000000046,1040
49.17500000000043,1041
51.732600000000495,1042
51.19900000000043,1043
51.54910000000043,1044
53.60260000000043,1045
53.35670000000046,1046
54.14180000000047,1047
53.99410000000048,1048
52.81350000000046,1049
55.05500000000043,1050
55.249800000000526,1051
55.55520000000054,1052
53.474700000000524,1053
54.29070000000047,1054
55.21950000000049,1055
52.6338000000005,1056
50.478400000000505,1057
51.200800000000505,1058
50.451600000000454,1059
50.87840000000052,1060
52.159500000000534,1061
51.55370000000058,1062
48.989200000000544,1063
48.24440000000053,1064
49.703000000000536,1065
49.78460000000055,1066
50.03760000000059,1067
53.6931000000006,1068
54.73050000000062,1069
57.09140000000068,1070
58.22390000000068,1071
57.745800000000706,1072
57.28110000000068,1073
57.20300000000068,1074
56.17070000000061,1075
57.82180000000064,1076
57.898100000000625,1077
55.34620000000055,1078
55.99430000000058,1079
54.122600000000475,1080
51.21810000000047,1081
50.744700000000485,1082
51.82830000000049,1083
52.240900000000465,1084
53.65960000000048,1085
52.13560000000045,1086
52.109000000000435,1087
52.834300000000496,1088
55.746000000000414,1089
58.32100000000041,1090
61.09060000000046,1091
60.36570000000047,1092
62.052200000000504,1093
62.92670000000043,1094
63.0952000000004,1095
64.49250000000038,1096
62.37320000000036,1097
61.760800000000366,1098
63.23460000000037,1099
64.1898000000004,1100
61.84140000000038,1101
60.428200000000395,1102
60.19110000000044,1103
56.81820000000039,1104
56.71880000000039,1105
54.70250000000041,1106
52.69930000000035,1107
50.07780000000036,1108
48.93570000000036,1109
47.60540000000033,1110
47.02230000000034,1111
46.49500000000029,1112
47.09330000000031,1113
45.4517000000003,1114
46.04370000000033,1115
45.60820000000035,1116
44.9949000000004,1117
45.5084000000004,1118
44.48840000000041,1119
44.3775000000004,1120
46.56880000000046,1121
45.610200000000425,1122
47.86120000000039,1123
49.679900000000416,1124
49.03860000000036,1125
48.364200000000366,1126
48.656100000000336,1127
46.51070000000023,1128
48.26290000000024,1129
47.83600000000025,1130
49.4789000000003,1131
51.48880000000033,1132
50.88510000000035,1133
49.97390000000035,1134
52.451200000000355,1135
50.36720000000037,1136
48.74320000000038,1137
50.63520000000037,1138
52.184500000000405,1139
51.67520000000046,1140
50.47550000000043,1141
49.82910000000042,1142
48.02490000000038,1143
46.62670000000038,1144
45.072600000000335,1145
44.40100000000034,1146
43.16570000000035,1147
42.506400000000355,1148
41.16490000000038,1149
41.07240000000035,1150
39.014100000000326,1151
38.014400000000265,1152
39.11510000000026,1153
38.182400000000285,1154
39.777500000000266,1155
40.546300000000265,1156
39.288100000000284,1157
40.91450000000025,1158
41.884100000000245,1159
40.891900000000255,1160
42.440900000000305,1161
44.32400000000027,1162
44.47920000000032,1163
46.80670000000032,1164
46.4404000000004,1165
47.46260000000039,1166
49.030200000000434,1167
49.6869000000004,1168
51.1701000000004,1169
50.90770000000037,1170
50.22840000000045,1171
52.7820000000005,1172
51.39380000000044,1173
50.805300000000464,1174
52.91380000000046,1175
51.75060000000043,1176
49.33630000000039,1177
48.06840000000034,1178
48.85090000000034,1179
47.08050000000036,1180
46.140700000000336,1181
45.395000000000366,1182
46.6260000000003,1183
45.88700000000023,1184
45.680200000000234,1185
44.46940000000025,1186
43.96850000000023,1187
43.91420000000026,1188
46.01090000000024,1189
45.85720000000025,1190
46.967500000000285,1191
46.65830000000028,1192
47.46550000000028,1193
46.76450000000028,1194
48.10500000000029,1195
48.52390000000033,1196
47.277500000000394,1197
47.082500000000394,1198
47.63720000000043,1199
46.646100000000416,1200
45.512300000000444,1201
43.932000000000436,1202
44.22780000000044,1203
43.44090000000041,1204
41.48810000000044,1205
42.65710000000042,1206
43.24840000000041,1207
40.9883000000004,1208
41.102000000000416,1209
41.11120000000037,1210
42.46610000000041,1211
42.0537000000004,1212
42.619600000000375,1213
43.64830000000036,1214
45.20640000000032,1215
45.00780000000034,1216
45.84030000000037,1217
44.756900000000385,1218
43.832000000000406,1219
44.16800000000038,1220
45.23790000000037,1221
44.30200000000036,1222
44.70900000000033,1223
45.361100000000306,1224
46.93390000000036,1225
46.233200000000345,1226
47.12830000000034,1227
46.41090000000033,1228
45.451400000000305,1229
46.20340000000032,1230
46.441600000000314,1231
46.357100000000315,1232
46.34650000000036,1233
46.761400000000364,1234
45.971500000000404,1235
46.430500000000436,1236
45.84090000000041,1237
44.92830000000039,1238
45.278700000000406,1239
43.14490000000042,1240
43.157400000000415,1241
42.2830000000004,1242
42.787400000000446,1243
42.31160000000039,1244
43.24290000000039,1245
44.603800000000405,1246
45.089300000000364,1247
44.477100000000384,1248
43.676600000000356,1249
43.60630000000034,1250
44.4457000000004,1251
46.594900000000465,1252
47.80080000000046,1253
49.02030000000052,1254
51.50390000000054,1255
53.13370000000057,1256
52.65720000000056,1257
54.68940000000054,1258
55.12880000000055,1259
53.384500000000536,1260
52.707100000000594,1261
53.15380000000057,1262
53.05600000000053,1263
51.4033000000005,1264
51.294600000000486,1265
50.209800000000506,1266
47.01410000000046,1267
47.29510000000041,1268
46.866200000000426,1269
46.008200000000464,1270
43.6894000000004,1271
44.70060000000042,1272
45.442800000000425,1273
46.04090000000039,1274
46.09520000000036,1275
44.673700000000345,1276
44.64810000000034,1277
43.16740000000031,1278
43.150200000000304,1279
42.175600000000294,1280
43.841200000000306,1281
45.40280000000032,1282
46.90080000000034,1283
45.95840000000035,1284
47.460400000000334,1285
45.43270000000033,1286
45.94570000000037,1287
47.04180000000039,1288
47.02910000000037,1289
47.15970000000042,1290
49.43050000000046,1291
49.828700000000524,1292
48.247600000000546,1293
46.81110000000051,1294
45.53870000000055,1295
45.33830000000053,1296
46.399300000000494,1297
45.02300000000046,1298
46.301700000000466,1299
44.146600000000426,1300
43.306100000000434,1301
42.64960000000042,1302
41.66320000000037,1303
41.82340000000029,1304
43.33570000000027,1305
43.95630000000029,1306
42.57990000000028,1307
40.71590000000026,1308
40.004800000000266,1309
39.69220000000032,1310
39.83970000000033,1311
38.732100000000315,1312
40.64300000000034,1313
41.592900000000355,1314
43.581100000000404,1315
44.84740000000043,1316
45.25000000000041,1317
46.84340000000045,1318
47.144500000000406,1319
49.37190000000042,1320
51.49540000000045,1321
53.561100000000444,1322
56.39910000000046,1323
55.905000000000484,1324
56.95840000000046,1325
57.99130000000042,1326
56.053600000000344,1327
55.88150000000037,1328
54.29420000000033,1329
52.741300000000344,1330
52.77810000000036,1331
52.713100000000374,1332
50.62770000000034,1333
49.51710000000035,1334
48.0253000000003,1335
49.21820000000032,1336
49.21480000000028,1337
46.17750000000032,1338
45.96240000000034,1339
45.378500000000344,1340
46.01240000000034,1341
46.462100000000376,1342
45.873600000000344,1343
45.45980000000035,1344
45.26610000000035,1345
46.42810000000034,1346
48.45350000000033,1347
45.773200000000344,1348
46.10010000000036,1349
46.55680000000036,1350
48.79240000000037,1351
48.836400000000374,1352
48.10070000000033,1353
49.09580000000039,1354
50.7044000000004,1355
50.27660000000038,1356
53.406900000000434,1357
54.36800000000048,1358
54.820200000000476,1359
54.47410000000052,1360
