episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,timesteps_this_iter,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,num_healthy_workers,trial_id,experiment_tag,info/min_exploration,info/max_exploration,info/num_target_updates,info/num_steps_trained,info/num_steps_sampled,info/sample_throughput,info/train_throughput,info/num_weight_syncs,info/num_samples_dropped,perf/cpu_util_percent,perf/ram_util_percent,perf/gpu_util_percent0,perf/vram_util_percent0,perf/gpu_util_percent1,perf/vram_util_percent1,info/learner_queue/size_count,info/learner_queue/size_mean,info/learner_queue/size_std,info/learner_queue/size_quantiles,info/replay_shard_0/add_batch_time_ms,info/replay_shard_0/replay_time_ms,info/replay_shard_0/update_priorities_time_ms,info/replay_shard_0/policy_policy_0/added_count,info/replay_shard_0/policy_policy_0/sampled_count,info/replay_shard_0/policy_policy_0/est_size_bytes,info/replay_shard_0/policy_policy_0/num_entries,info/learner/policy_0/cur_lr,info/learner/policy_0/mean_q,info/learner/policy_0/min_q,info/learner/policy_0/max_q,info/learner/policy_0/mean_td_error
698.7499999999945,291.6199999999977,508.09069999999616,501.0,24,31520,False,634720,464,21,7de83b1e13b54c65a7d6da911e677a13,2020-05-14_23-53-51,1589514831,32.304919719696045,684.7729723453522,58016,prophet,129.2.189.146,684.7729723453522,634720,21,8,1212ab4a,0,0.0,0.4,16,8131072,634720,0.0,0.0,1321,2810,83.88333333333334,83.07999999999998,0.008,0.0,0.057000000000000016,0.05261274158911954,45038,0.18,0.4331281565541544,"[0.0, 0.0, 0.0, 1.0, 2.0]",90.643,78.353,64.033,1326080,1952256,38622164,25000,0.0005000000237487257,4.1259923,0.9102458,12.098409,-0.60212344
698.7499999999945,321.63999999999623,523.7140999999955,501.0,24,31360,False,666080,488,22,7de83b1e13b54c65a7d6da911e677a13,2020-05-14_23-54-23,1589514863,31.99530816078186,716.768280506134,58016,prophet,129.2.189.146,716.768280506134,666080,22,8,1212ab4a,0,0.0,0.4,17,8516608,666080,0.0,0.0,1384,2810,83.68333333333334,83.1133333333333,0.01,0.0,0.05766666666666668,0.05261274158911954,45791,0.18,0.38418745424597095,"[0.0, 0.0, 0.0, 1.0, 1.0]",82.694,78.3,62.077,1393920,2045952,38622164,25000,0.0005000000237487257,4.1356826,0.7334196,10.838813,-0.650843
788.4699999999939,298.46999999998707,518.4100999999948,501.0,24,31200,False,697280,512,23,7de83b1e13b54c65a7d6da911e677a13,2020-05-14_23-54-55,1589514895,32.160337686538696,748.9286181926727,58016,prophet,129.2.189.146,748.9286181926727,697280,23,8,1212ab4a,0,0.0,0.4,17,8901632,697280,0.0,0.0,1450,2810,83.6433333333333,83.13333333333331,0.006,0.0,0.05600000000000001,0.05261274158911954,46544,0.04,0.19595917942265426,"[0.0, 0.0, 0.0, 0.0, 1.0]",90.27,81.123,63.211,1455360,2139136,38622164,25000,0.0005000000237487257,4.4573107,0.6022433,11.190445,-0.5073315
788.4699999999939,298.46999999998707,504.21139999999474,501.0,24,31360,False,728640,536,24,7de83b1e13b54c65a7d6da911e677a13,2020-05-14_23-55-27,1589514927,31.774338483810425,780.7029566764832,58016,prophet,129.2.189.146,780.7029566764832,728640,24,8,1212ab4a,0,0.0,0.4,18,9279488,728640,3023.194,9674.221,1515,2810,84.27931034482759,83.12413793103447,0.006551724137931035,0.0,0.05689655172413794,0.05261274158911954,47282,0.24,0.5851495535331117,"[0.0, 0.0, 0.0, 1.0, 3.0]",82.815,76.921,62.282,1524480,2228736,38622164,25000,0.0005000000237487257,4.723187,0.6329367,13.641338,-0.6638084
788.4699999999939,298.46999999998707,501.6913999999952,501.0,32,32000,False,760640,568,25,7de83b1e13b54c65a7d6da911e677a13,2020-05-14_23-56-00,1589514960,32.58625602722168,813.2892127037048,58016,prophet,129.2.189.146,813.2892127037048,760640,25,8,1212ab4a,0,0.0,0.4,19,9659392,760640,0.0,0.0,1582,2810,83.91000000000003,83.1433333333333,0.006333333333333333,0.0,0.06000000000000001,0.05261274158911954,48023,0.2,0.4472135954999579,"[0.0, 0.0, 0.0, 1.0, 2.0]",85.38,82.723,65.801,1575680,2323968,38622164,25000,0.0005000000237487257,5.1683435,1.2681719,16.654558,-0.4554375
788.4699999999939,298.46999999998707,507.7462999999958,501.0,24,31520,False,792160,592,26,7de83b1e13b54c65a7d6da911e677a13,2020-05-14_23-56-32,1589514992,32.09581184387207,845.3850245475769,58016,prophet,129.2.189.146,845.3850245475769,792160,26,8,1212ab4a,0,0.0,0.4,20,10039808,792160,0.0,0.0,1648,2810,83.89999999999999,83.19666666666664,0.006,0.0,0.06266666666666668,0.05261274158911954,48766,0.06,0.23748684174075835,"[0.0, 0.0, 0.0, 0.0, 1.0]",81.519,79.843,67.499,1629440,2418688,38622164,25000,0.0005000000237487257,5.1392655,1.2058187,15.666544,-0.69958323
783.4999999999947,326.7499999999968,521.509499999996,501.0,24,32000,False,824160,616,27,7de83b1e13b54c65a7d6da911e677a13,2020-05-14_23-57-04,1589515024,32.25730514526367,877.6423296928406,58016,prophet,129.2.189.146,877.6423296928406,824160,27,8,1212ab4a,0,0.0,0.4,20,10419712,824160,0.0,164105.429,1714,2810,83.58666666666666,83.2566666666667,0.012333333333333333,0.0,0.056333333333333346,0.05261274158911954,49508,0.02,0.13999999999999999,"[0.0, 0.0, 0.0, 0.0, 1.0]",85.689,81.955,64.909,1685760,2512384,38622164,25000,0.0005000000237487257,5.717509,-0.104807764,15.428654,-0.6685239
783.4999999999947,375.98999999999756,543.132499999996,501.0,24,31680,False,855840,640,28,7de83b1e13b54c65a7d6da911e677a13,2020-05-14_23-57-37,1589515057,32.315993309020996,909.9583230018616,58016,prophet,129.2.189.146,909.9583230018616,855840,28,8,1212ab4a,0,0.0,0.4,21,10798080,855840,0.0,0.0,1780,2810,83.72999999999999,83.34666666666668,0.008,0.0,0.05833333333333334,0.05261274158911954,50248,0.18,0.4770744176750626,"[0.0, 0.0, 0.0, 1.0, 2.0]",85.786,76.588,58.694,1742080,2607104,38622164,25000,0.0005000000237487257,5.824404,1.234639,13.100101,-0.31568855
741.9099999999925,306.85999999999876,541.5809999999955,501.0,24,31680,False,887520,664,29,7de83b1e13b54c65a7d6da911e677a13,2020-05-14_23-58-09,1589515089,31.673766136169434,941.632089138031,58016,prophet,129.2.189.146,941.632089138031,887520,29,8,1212ab4a,0,0.0,0.4,22,11179520,887520,0.0,0.0,1846,2810,84.08620689655172,83.4,0.008275862068965517,0.0,0.05586206896551725,0.05261274158911954,50992,0.16,0.36660605559646714,"[0.0, 0.0, 0.0, 1.0, 1.0]",89.014,82.374,64.051,1802240,2699264,38622164,25000,0.0005000000237487257,5.010918,1.6152707,12.798894,-0.45102695
741.9099999999925,306.85999999999876,537.5475999999953,501.0,24,30880,False,918400,688,30,7de83b1e13b54c65a7d6da911e677a13,2020-05-14_23-58-41,1589515121,32.222673416137695,973.8547625541687,58016,prophet,129.2.189.146,973.8547625541687,918400,30,8,1212ab4a,0,0.0,0.4,23,11561472,918400,0.0,0.0,1911,2810,84.11666666666669,83.45666666666666,0.004,0.0,0.055000000000000014,0.05261274158911954,51738,0.18,0.43312815655415426,"[0.0, 0.0, 0.0, 1.0, 2.0]",87.821,80.317,65.358,1862400,2792448,38622164,25000,0.0005000000237487257,5.525488,1.4998473,14.419277,-0.25084168
